resolved.taxa.name,form,variety,species,genus,family,order,class,phylum,kingdom,rank,tol.id,source
Paramelita capensis,NA,NA,Paramelita capensis,Paramelita,Paramelitidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,species,5091459,tol
Neritina gagates,NA,NA,Neritina gagates,Neritina,Neritidae,Cycloneritimorpha,Gastropoda,Mollusca,Metazoa,species,2887641,tol
Neritina natalensis,NA,NA,Neritina natalensis,Neritina,Neritidae,Cycloneritimorpha,Gastropoda,Mollusca,Metazoa,species,2887624,tol
Neritina pulligera,NA,NA,Neritina pulligera,Neritina,Neritidae,Cycloneritimorpha,Gastropoda,Mollusca,Metazoa,species,787891,tol
Baeotendipes,NA,NA,NA,Baeotendipes,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,1037843,tol
Beckidia,NA,NA,NA,Beckidia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,4474465,tol
Cladopelma,NA,NA,NA,Cladopelma,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,895382,tol
Constempellina,NA,NA,NA,Constempellina,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,4475260,tol
Cryptochironomus,NA,NA,NA,Cryptochironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,1089606,tol
Cryptotendipes,NA,NA,NA,Cryptotendipes,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,920990,tol
Demicryptochironomus,NA,NA,NA,Demicryptochironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,4475013,tol
Harnischia,NA,NA,NA,Harnischia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,311933,tol
Lauterborniella,NA,NA,NA,Lauterborniella,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Archaeplastida,genus,5153036,tol
Microchironomus,NA,NA,NA,Microchironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,54028,tol
Microtendipes,NA,NA,NA,Microtendipes,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,704852,tol
Nilodorum,NA,NA,NA,Nilodorum,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,4475341,tol
Nilothauma,NA,NA,NA,Nilothauma,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,181352,tol
Omisus,NA,NA,NA,Omisus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,4475477,tol
Pagastiella,NA,NA,NA,Pagastiella,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,526745,tol
Parachironomus,NA,NA,NA,Parachironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,941614,tol
Paracladopelma,NA,NA,NA,Paracladopelma,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,181354,tol
Paralauterborniella,NA,NA,NA,Paralauterborniella,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,651973,tol
Stelechomyia,NA,NA,NA,Stelechomyia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,4475369,tol
Stenochironomus,NA,NA,NA,Stenochironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,1096890,tol
Chironomus,NA,NA,NA,Chironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,269685,tol
Bryophaenocladius,NA,NA,NA,Bryophaenocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,245166,tol
Cardiocladius,NA,NA,NA,Cardiocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,861167,tol
Chaetocladius,NA,NA,NA,Chaetocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,717469,tol
Corynoneura,NA,NA,NA,Corynoneura,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,717471,tol
Cricotopus,NA,NA,NA,Cricotopus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,56158,tol
Eukiefferiella,NA,NA,NA,Eukiefferiella,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,5320,tol
Krenosmittia,NA,NA,NA,Krenosmittia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,194072,tol
Limnophyes,NA,NA,NA,Limnophyes,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,327169,tol
Nanocladius,NA,NA,NA,Nanocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,665720,tol
Orthocladius,NA,NA,NA,Orthocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,5310,tol
Parakiefferiella,NA,NA,NA,Parakiefferiella,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,143267,tol
Parametriocnemus,NA,NA,NA,Parametriocnemus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,143268,tol
Paraphaenocladius,NA,NA,NA,Paraphaenocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,143264,tol
Psectrocladius,NA,NA,NA,Psectrocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,5307,tol
Pseudorthocladius,NA,NA,NA,Pseudorthocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,612598,tol
Pseudosmittia subtrilobata,NA,NA,Pseudosmittia subtrilobata,Pseudosmittia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,species,4473466,tol
Pseudosmittia,NA,NA,NA,Pseudosmittia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,612599,tol
Synorthocladius,NA,NA,NA,Synorthocladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,91599,tol
Thienemanniella,NA,NA,NA,Thienemanniella,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,91597,tol
Tvetenia,NA,NA,NA,Tvetenia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,91596,tol
Thienemannimyia tinctoria,NA,NA,Thienemannimyia tinctoria,Thienemannimyia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,species,4468009,tol
Trissopelopia,NA,NA,NA,Trissopelopia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,400562,tol
Cladotanytarsus,NA,NA,NA,Cladotanytarsus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,526740,tol
Rheotanytarsus,NA,NA,NA,Rheotanytarsus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,578014,tol
Stempellina,NA,NA,NA,Stempellina,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,400566,tol
Tanytarsus,NA,NA,NA,Tanytarsus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,108378,tol
Virgatanytarsus,NA,NA,NA,Tanytarsus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,108378,tol
Limonia capicola,NA,NA,Limonia yapicola,Limonia,Limoniidae,Diptera,Insecta,Arthropoda,Metazoa,species,4503072,tol
Auriculastra,NA,NA,NA,Auriculastra,Ellobiidae,NA,Gastropoda,Mollusca,Metazoa,genus,765988,tol
Acanthiops,NA,NA,NA,Acanthiops,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,723607,tol
Baetis harrisoni,NA,NA,Baetis harrisoni,Baetis,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,671913,tol
Baetis lawrencei,NA,NA,Baetis lawrencei,Baetis,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014707,tol
Baetis parvulus,NA,NA,Baetis parvulus,Baetis,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014781,tol
Bugilliesia margaretae,NA,NA,Bugilliesia margaretae,Bugilliesia,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,365858,tol
Bugilliesia,NA,NA,NA,Bugilliesia,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,365860,tol
Centroptiloides bifasciata,NA,NA,Centroptiloides bifasciata,Centroptiloides,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,671909,tol
Centroptiloides,NA,NA,NA,Centroptiloides,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,671910,tol
Delouardus djabala,NA,NA,Delouardus djabala,Delouardus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,491915,tol
Demoreptus capensis,NA,NA,Demoreptus capensis,Demoreptus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015242,tol
Demoreptus monticola,NA,NA,Demoreptus monticola,Demoreptus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015241,tol
Demoreptus natalensis,NA,NA,Demoreptus natalensis,Demoreptus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,365867,tol
Demoulinia crassi,NA,NA,Demoulinia crassi,Demoulinia,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015379,tol
Demoulinia,NA,NA,NA,Demoulinia,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006668,tol
Dicentroptilum,NA,NA,NA,Dicentroptilum,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,149068,tol
Echinopus giboni,NA,NA,Echinopus giboni,Echinopus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,7905414,tol
Echinopus minutus,NA,NA,Echinopus minutus,Echinopus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,941412,tol
Guloptiloides gargantua,NA,NA,Guloptiloides gargantua,Guloptiloides,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,149071,tol
Guloptiloides,NA,NA,NA,Guloptiloides,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,149070,tol
Nesoptiloides electroptera,NA,NA,Nesoptiloides electroptera,Nesoptiloides,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014943,tol
Ophelmatostoma camerunense,NA,NA,Ophelmatostoma camerunense,Ophelmatostoma,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015337,tol
Potamocloeon,NA,NA,NA,Potamocloeon,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006722,tol
Scutoptilum verrucosum,NA,NA,Scutoptilum verrucosum,Scutoptilum,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015394,tol
Scutoptilum,NA,NA,NA,Scutoptilum,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006511,tol
Susua,NA,NA,NA,Susua,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006676,tol
Tanzaniops spinosus,NA,NA,Tanzaniops spinosa,Tanzaniops,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015301,tol
Afrocaenis,NA,NA,NA,Afrocaenis,Caenidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006521,tol
Caenospella meridies,NA,NA,Caenopsella meridies,Caenopsella,Caenidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5013643,tol
Caenospella,NA,NA,NA,Bdella,Bdellidae,Trombidiformes,Arachnida,Arthropoda,Metazoa,genus,4698980,tol
Dicercomyzon,NA,NA,NA,Dicercomyzon,Dicercomyzidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006763,tol
Eatonica schoutedeni,NA,NA,Eatonica schoutedeni,Eatonica,Ephemeridae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014084,tol
Eatonica,NA,NA,NA,Eatonica,Ephemeridae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,664276,tol
Ephemera mooiana,NA,NA,Ephemera mooiana,Ephemera,Ephemeridae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014135,tol
Ephemera,NA,NA,NA,Ephemera,Plagiotropidaceae,NA,Bacillariophyceae,Bacillariophyta,NA,genus,4024940,tol
Palingenia,NA,NA,NA,Palingenia,Palingeniidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,532406,tol
Aprionyx,NA,NA,NA,Aprionyx,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,444586,tol
Castanophlebia,NA,NA,NA,Castanophlebia,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,648730,tol
Choroterpes,NA,NA,NA,Choroterpes,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,976267,tol
Euthraulus,NA,NA,NA,Euthraulus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,648723,tol
Fulletomimus marlieri,NA,NA,Fulletomimus marlieri,Fulletomimus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014365,tol
Fulletomimus,NA,NA,NA,Fulletomimus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006546,tol
Hyalophlebia patriciae,NA,NA,Hyalophlebia patriciae,Hyalophlebia,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014444,tol
Petersophlebia,NA,NA,NA,NA,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,no rank,3006525,tol
Polythelais,NA,NA,NA,Polythelais,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006509,tol
Thraulus,NA,NA,NA,Thraulus,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,234789,tol
Oligoneuriopsis,NA,NA,NA,Oligoneuriopsis,Oligoneuriidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006454,tol
Ephoron,NA,NA,NA,Ephoron,Polymitarcyidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,1049456,tol
Ephemerellina barnardi,NA,NA,Ephemerellina barnardi,Ephemerellina,Teloganodidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5013787,tol
Ephemerellina,NA,NA,NA,Ephemerellina,Teloganodidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,7484031,tol
Lestagella penicillata,NA,NA,Lestagella penicillata,Lestagella,Teloganodidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5013786,tol
Lestagella,NA,NA,NA,Lestagella,Teloganodidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006723,tol
Lithogloea harrisoni,NA,NA,Lithogloea harrisoni,Lithogloea,Teloganodidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5013788,tol
Lithogloea,NA,NA,NA,Lithogloea,Teloganodidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006697,tol
Nadinatella,NA,NA,NA,Nadinetella,Teloganodidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006780,tol
Burnupia,NA,NA,NA,Burnupia,Planorbidae,Hygrophila,Gastropoda,Mollusca,Metazoa,genus,505640,tol
Potamididae,NA,NA,NA,NA,Potamididae,NA,Gastropoda,Mollusca,Metazoa,family,560987,tol
Tarebia granifera,NA,NA,Tarebia granifera,Tarebia,Thiaridae,NA,Gastropoda,Mollusca,Metazoa,species,935410,tol
Tarebia,NA,NA,NA,Tarebia,Thiaridae,NA,Gastropoda,Mollusca,Metazoa,genus,935417,tol
Gabbiella kisalensis,NA,NA,Gabbiella kisalensis,Gabbiella,Bithyniidae,Littorinimorpha,Gastropoda,Mollusca,Metazoa,species,2921312,tol
Gabiella,NA,NA,NA,Gabbiella,Bithyniidae,Littorinimorpha,Gastropoda,Mollusca,Metazoa,genus,2916240,tol
Bithyniidae,NA,NA,NA,NA,Bithyniidae,Littorinimorpha,Gastropoda,Mollusca,Metazoa,family,560990,tol
Lobogenes michaelis,NA,NA,Lobogenes michaelis,Lobogenes,Cochliopidae,Littorinimorpha,Gastropoda,Mollusca,Metazoa,species,2917075,tol
Lobogenes,NA,NA,NA,Lobogenes,Cochliopidae,Littorinimorpha,Gastropoda,Mollusca,Metazoa,genus,2917076,tol
Littorinidae,NA,NA,NA,NA,Littorinidae,Littorinimorpha,Gastropoda,Mollusca,Metazoa,family,415698,tol
Gynacantha,NA,NA,NA,Gynacantha,Aeshnidae,Odonata,Insecta,Arthropoda,Metazoa,genus,520188,tol
Crenigomphus cornutus,NA,NA,Crenigomphus cornutus,Crenigomphus,Gomphidae,Odonata,Insecta,Arthropoda,Metazoa,species,3012293,tol
Crenigomphus hartmanni,NA,NA,Crenigomphus hartmanni,Crenigomphus,Gomphidae,Odonata,Insecta,Arthropoda,Metazoa,species,3012081,tol
Crenigomphus renei,NA,NA,Crenigomphus renei,Crenigomphus,Gomphidae,Odonata,Insecta,Arthropoda,Metazoa,species,3012111,tol
Lestinogomphus,NA,NA,NA,Lestinogomphus,Gomphidae,Odonata,Insecta,Arthropoda,Metazoa,genus,3012289,tol
Onychogomphus,NA,NA,NA,Onychogomphus,Gomphidae,Odonata,Insecta,Arthropoda,Metazoa,genus,390122,tol
Acisoma,NA,NA,NA,Acisoma,Libellulidae,Odonata,Insecta,Arthropoda,Metazoa,genus,443207,tol
Atoconeura,NA,NA,NA,Atoconeura,Libellulidae,Odonata,Insecta,Arthropoda,Metazoa,genus,3010877,tol
Philonomon,NA,NA,NA,Philonomon,Libellulidae,Odonata,Insecta,Arthropoda,Metazoa,genus,419387,tol
Anisocentropus usambarensis,NA,NA,Anisocentropus usambarensis,Anisocentropus,Calamoceratidae,Trichoptera,Insecta,Arthropoda,Metazoa,species,3026149,tol
Anisocentropus,NA,NA,NA,Anisocentropus,Calamoceratidae,Trichoptera,Insecta,Arthropoda,Metazoa,genus,909820,tol
Calamoceratidae,NA,NA,NA,NA,Calamoceratidae,Trichoptera,Insecta,Arthropoda,Metazoa,family,909823,tol
Cheumatopsyche afra,NA,NA,Cheumatopsyche afra,Cheumatopsyche,Hydropsychidae,Trichoptera,Insecta,Arthropoda,Metazoa,species,3422,tol
Cheumatopsyche thomasseti,NA,NA,Cheumatopsyche thomasseti,Cheumatopsyche,Hydropsychidae,Trichoptera,Insecta,Arthropoda,Metazoa,species,3025146,tol
Cheumatopsyche,NA,NA,NA,Cheumatopsyche,Hydropsychidae,Trichoptera,Insecta,Arthropoda,Metazoa,genus,234616,tol
Hydropsyche longifurca,NA,NA,Hydropsyche longifurca,Hydropsyche,Hydropsychidae,Trichoptera,Insecta,Arthropoda,Metazoa,species,576080,tol
Polymorphanisus bipunctatus,NA,NA,Polymorphanisus bipunctatus,Polymorphanisus,Hydropsychidae,Trichoptera,Insecta,Arthropoda,Metazoa,species,692187,tol
Polymorphanisus,NA,NA,NA,Polymorphanisus,Hydropsychidae,Trichoptera,Insecta,Arthropoda,Metazoa,genus,949603,tol
Petrothrincus circularis,NA,NA,Petrothrincus circularis,Petrothrincus,Petrothrincidae,Trichoptera,Insecta,Arthropoda,Metazoa,species,171602,tol
Stenopsyche,NA,NA,NA,Stenopsyche,Stenopsychidae,Trichoptera,Insecta,Arthropoda,Metazoa,genus,213416,tol
Abaria electa,NA,NA,Abaria electa,Abaria,Xiphocentronidae,Trichoptera,Insecta,Arthropoda,Metazoa,species,3024766,tol
Abaria,NA,NA,NA,Abaria,Xiphocentronidae,Trichoptera,Insecta,Arthropoda,Metazoa,genus,3024764,tol
Xiphocentronidae,NA,NA,NA,NA,Xiphocentronidae,Trichoptera,Insecta,Arthropoda,Metazoa,family,111313,tol
Corophium,NA,NA,NA,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,genus,852801,tol
Amphipoda,NA,NA,NA,NA,NA,Amphipoda,Malacostraca,Arthropoda,Metazoa,order,737019,tol
Dicrotendipes,NA,NA,NA,Dicrotendipes,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,30631,tol
Endochironomus,NA,NA,NA,Endochironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,886555,tol
Kiefferulus,NA,NA,NA,Kiefferulus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,436665,tol
Paratendipes,NA,NA,NA,Paratendipes,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,541457,tol
Polypedilum subgenus,NA,NA,Polypedilum nubens,Polypedilum,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,species,4470088,tol
Xenochironomus,NA,NA,NA,Xenochironomus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,99341,tol
Zavreliella,NA,NA,NA,Zavreliella,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,130206,tol
Abrolophus harrisoni,NA,NA,Acrolophus morrisoni,Acrolophus,Acrolophidae,Lepidoptera,Insecta,Arthropoda,Metazoa,species,3033645,tol
Archaeochlus bicirratus,NA,NA,Archaeochlus bicirratus,Archaeochlus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,species,646994,tol
Archaeochlus biko,NA,NA,Archaeochlus biko,Archaeochlus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,species,4474244,tol
Archaeochlus drakensbergensis,NA,NA,Archaeochlus drakensbergensis,Archaeochlus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,species,866677,tol
Archaeochlus,NA,NA,NA,Archaeochlus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,866670,tol
Macropelopia,NA,NA,NA,Macropelopia,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,926586,tol
Procladius,NA,NA,NA,Procladius,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,1087695,tol
Psectrotanypus,NA,NA,NA,Psectrotanypus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,190541,tol
Tanypus,NA,NA,NA,Tanypus,Chironomidae,Diptera,Insecta,Arthropoda,Metazoa,genus,517627,tol
Anopheles aureosquamiger,NA,NA,Anopheles aureosquamiger,Anopheles,Culicidae,Diptera,Insecta,Arthropoda,Metazoa,species,4476187,tol
Dixa bicolor,NA,NA,Dixa bicolor,Dixa,Dixidae,Diptera,Insecta,Arthropoda,Metazoa,species,4479606,tol
Empididae,NA,NA,NA,NA,Empididae,Diptera,Insecta,Arthropoda,Metazoa,family,707875,tol
Ephydridae,NA,NA,NA,NA,Ephydridae,Diptera,Insecta,Arthropoda,Metazoa,family,90166,tol
Afroptilum,NA,NA,NA,Afroptilum,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,1037815,tol
Barnumus editus,NA,NA,Barnumus editus,Barnumus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015251,tol
Barnumus,NA,NA,NA,Barnumus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006674,tol
Cheleocloeon,NA,NA,NA,Cheleocloeon,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,365872,tol
Cloeodes,NA,NA,NA,Cloeodes,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,846636,tol
Cloeon,NA,NA,NA,Cloeon,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,725595,tol
Crassabwa flava,NA,NA,Crassabwa flava,Crassabwa,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,671904,tol
Dabulamanzia fica,NA,NA,Dabulamanzia fica,Dabulamanzia,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015105,tol
Dabulamanzia helenae,NA,NA,Dabulamanzia helenae,Dabulamanzia,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015103,tol
Dabulamanzia,NA,NA,NA,Dabulamanzia,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,846649,tol
Dicentroptilum spinulosum,NA,NA,Dicentroptilum spinulosum,Dicentroptilum,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5014841,tol
Echinopus,NA,NA,NA,Echinopus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,941411,tol
Edmulmeatus grandis,NA,NA,Edmulmeatus grandis,Edmulmeatus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,619184,tol
Edmulmeatus,NA,NA,NA,Edmulmeatus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,619185,tol
Glossidion,NA,NA,NA,Glossidion,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006510,tol
Herbrossus,NA,NA,NA,Herbrossus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,149066,tol
Pseudocloeon,NA,NA,NA,Pseudocloeon,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,1049453,tol
Labiobaetis,NA,NA,NA,Labiobaetis,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,46303,tol
Nesydemius polhemusorum,NA,NA,Nesydemius polhemusorum,Nesydemius,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,5015255,tol
Nigrobaetis bethunae,NA,NA,Nigrobaetis bethunae,Nigrobaetis,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,49993,tol
Procloeon,NA,NA,NA,Procloeon,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,1049459,tol
Rheoptilum,NA,NA,NA,Rheoptilum,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,149073,tol
Rhithrocloeon,NA,NA,NA,Rhithrocloeon,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006794,tol
Xyrodromeus,NA,NA,NA,Xyrodromeus,Baetidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,275733,tol
Barnardara,NA,NA,NA,Barnardara,Caenidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006670,tol
Caenis,NA,NA,NA,Caenis,Caenidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,202184,tol
Clypeocaenis,NA,NA,NA,Clypeocaenis,Caenidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,264724,tol
Madecocerus,NA,NA,NA,Madecocercus,Caenidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,229656,tol
Caenidae,NA,NA,NA,NA,Caenidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,family,202183,tol
Afromera,NA,NA,NA,Afromera,Ephemeridae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006539,tol
Cheirogenesia,NA,NA,NA,Cheirogenesia,Palingeniidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,264725,tol
Proboscidoplocia,NA,NA,NA,NA,Euthyplociidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,no rank,803617,tol
Heptageniidae,NA,NA,NA,NA,Heptageniidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,family,955262,tol
Adenophlebia,NA,NA,NA,Adenophlebia,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,47886,tol
Adenophlebiodes,NA,NA,NA,Adenophlebiodes,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,3006598,tol
Povilla adusta,NA,NA,Povilla adusta,Povilla,Polymitarcyidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,species,664280,tol
Povilla,NA,NA,NA,Povilla,Polymitarcyidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,664279,tol
Madecassorythus,NA,NA,NA,Madecassorythus,Tricorythidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,92569,tol
Tricorythus,NA,NA,NA,Tricorythus,Tricorythidae,Ephemeroptera,Insecta,Arthropoda,Metazoa,genus,200148,tol
