Genus;Species;Replicate.number;Group;Habitat;Trophic.group;Ref.tg;Body.length;Min.bl;Max.bl;Ref.bl;Dry.mass;Min.dm;Max.dm;Ref.dm;Cct.prop;Min.Cprop;Max.Cprop;Cct.total;Ref.C;Nct.prop;Min.Nprop;Max.Nprop;Nct.total;Ref.N;Pct.prop;Min.Pprop;Max.Pprop;Pct.total;Ref.P;N:Pct;Min.NP;Max.NP;Ref.NP;Protein.ct;Min.prot;Max.prot;Ref.prot;Lipid.ct;Min.lip;Max.lip;Ref.lip;Respiration.rt.ind;Respiration.rt.mg;Min.resp.mg;Max.resp.mg;Temp.resp.rt;Min.temp.resp.rt;Max.temp.resp.rt;Ref.resp;N-ammonia.ex.rt.ug.ind;N-ammonia.ex.rt.ug.dm;Min.Nex.rt.ug.dm;Max.Nex.rt.ug.dm;N-ammonia.ex.rt.nmol.dm;N-ammonia.ex.rt.nmol.ind;Min.Nex.rt.nmol.ind;Max.Nex.rt.nmol.ind;Temp.Nex.rt;Min.temp.Nex.rt;Max.temp.Nex.rt;Ref.N.ex;P-phosphate.ex.rt.ug.ind;P-phosphate.ex.rt.ug.dm;Min.Pex.rt.ug.dm;Max.Pex.rt.ug.dm;P-phosphate.ex.rt.nmol.dm;P-phosphate.ex.rt.nmol.ind;Min.Pex.rt.nmol.ind;Max.Pex.rt.nmol.ind;Temp.Pex.rt;Min.temp.Pex.rt;Max.temp.Pex.rt;Ref.P.ex;N:P.ex;Min.NP.ex;Max.NP.ex;Ref.NPex
Calanus;finmarchicus;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,409;NA;NA;72;55,50122249;NA;NA;0,227;72;7,579462103;NA;NA;0,03100;72;0,7;NA;NA;0,00286;72;23,92944464;NA;NA;72;NA;NA;NA;NA;NA;10,5;47;60;0,321;NA;NA;NA;0,1;NA;NA;72;0,016;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;0,0041;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;8,628623201;NA;NA;72
Calanus;finmarchicus;12;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,411;NA;NA;72;55,47445255;NA;NA;0,228;72;7,542579075;NA;NA;0,03100;72;0,7;NA;NA;0,00288;72;23,81299965;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,332;NA;NA;NA;0,1;NA;NA;72;0,012;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;0,0042;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;72;6,317384843;NA;NA;72
Calanus;finmarchicus;13;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,3;NA;NA;155, 156;NA;NA;NA;NA;NA;9,3;NA;NA;NA;155, 156;NA;NA;NA;NA;NA;29,4;NA;NA;154, 155, 156;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,1;NA;NA;8;NA;NA;172;NA;NA;NA;NA;NA;NA;8;19;5;NA;NA;175, 176;NA;NA;NA;NA;NA;NA;1,2;3,6;5;NA;NA;175, 176;NA;NA;NA;NA
Calanus;glacialis-(M);1;Copepoda;Marine;NA;NA;NA;3,5;4;80;0,25;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis-(M);2;Copepoda;Marine;NA;NA;NA;4,4;5,7;83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;1;Copepoda;Marine;Herbivore;78;NA;3,3;5,6;77, 82;0,395;NA;NA;72;44,81012658;NA;NA;0,177;72;11,13924051;NA;NA;0,04400;72;0,7;NA;NA;0,00277;72;35,1681736;NA;NA;72;48,6;NA;NA;153;56;NA;NA;115, 116, 117;0,588;NA;NA;NA;3,5;NA;NA;72;0,028;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;0,0092;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;6,729388203;NA;NA;72
Calanus;glacialis;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,594;NA;NA;72;50,33670034;NA;NA;0,299;72;9,764309764;NA;NA;0,05800;72;0,7;NA;NA;0,00416;72;30,82732083;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,527;NA;NA;NA;-0,5;NA;NA;72;0,037;NA;NA;NA;NA;NA;NA;NA;-0,5;NA;NA;72;0,011;NA;NA;NA;NA;NA;NA;NA;-0,5;NA;NA;72;7,437284884;NA;NA;72
Calanus;glacialis;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,25;NA;NA;6;NA;NA;NA;NA;NA;NA;9,7;11,2;NA;153, 72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,322454025;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;2,7;NA;NA;NA;4;6;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;0,4;0,7;153;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,155780978;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,72;NA;NA;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,702304238;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;6;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,574423241;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;7;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,771034198;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;8;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,663305599;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;9;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,190729646;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;10;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,310173539;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,927924085;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;12;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,599;NA;NA;72;50,25041736;NA;NA;0,301;72;9,682804674;NA;NA;0,05800;72;0,7;NA;NA;0,00419;72;30,56999762;NA;NA;72;NA;NA;NA;NA;70;NA;NA;133;0,55;NA;NA;NA;-0,5;NA;NA;72;0,04;NA;NA;NA;NA;NA;NA;NA;-0,5;NA;NA;72;0,008;NA;NA;NA;NA;NA;NA;NA;-0,5;NA;NA;72;11,05542348;NA;NA;72
Calanus;glacialis;13;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,453709935;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;14;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,603055816;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;15;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,843308091;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;16;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,504670975;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;17;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,279959144;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;18;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,02058029;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;19;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,451083343;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;20;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,02;NA;NA;NA;4;6;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;glacialis;21;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,454;NA;NA;72;45,37444934;NA;NA;0,206;72;11,23348018;NA;NA;0,05100;72;0,7;NA;NA;0,00318;72;35,4657017;NA;NA;72;NA;NA;NA;NA;24;NA;NA;180;0,757;NA;NA;NA;3,5;NA;NA;72;0,026;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;0,012;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;4,790683506;NA;NA;72
Calanus;glacialis;22;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,43;NA;NA;72;44,88372093;NA;NA;0,193;72;11,1627907;NA;NA;0,04800;72;0,7;NA;NA;0,00301;72;35,24252492;NA;NA;72;NA;NA;NA;NA;61;NA;NA;189;0,638;NA;NA;NA;3,5;NA;NA;72;0,029;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;0,0089;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;7,204657996;NA;NA;72
Calanus;glacialis;23;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,366;NA;NA;72;44,80874317;NA;NA;0,164;72;11,20218579;NA;NA;0,04100;72;0,7;NA;NA;0,00256;72;35,36690086;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,502;NA;NA;NA;3,5;NA;NA;72;0,024;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;0,0073;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;7,269319546;NA;NA;72
Calanus;glacialis;24;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,454;NA;NA;72;44,71365639;NA;NA;0,203;72;11,23348018;NA;NA;0,05100;72;0,7;NA;NA;0,00318;72;35,4657017;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,709;NA;NA;NA;3,5;NA;NA;72;0,025;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;0,012;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;4,606426448;NA;NA;72
Calanus;glacialis;25;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,344;NA;NA;72;44,76744186;NA;NA;0,154;72;11,3372093;NA;NA;0,03900;72;0,7;NA;NA;0,00241;72;35,79318937;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,553;NA;NA;NA;3,5;NA;NA;72;0,021;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;0,011;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;4,221161691;NA;NA;72
Calanus;glacialis;26;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,426;NA;NA;72;44,83568075;NA;NA;0,191;72;11,26760563;NA;NA;0,04800;72;0,7;NA;NA;0,00298;72;35,57344064;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,666;NA;NA;NA;3,5;NA;NA;72;0,027;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;0,011;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;72;5,427207888;NA;NA;72
Calanus;glacialis;27;Copepoda;Marine;NA;NA;NA;NA;NA;NA;0,674;NA;NA;72;50,29673591;NA;NA;0,339;72;9,643916914;NA;NA;0,06500;72;0,7;NA;NA;0,00472;72;30,4472234;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;0,668;NA;NA;NA;-0,5;NA;NA;72;0,042;NA;NA;NA;NA;NA;NA;NA;-0,5;NA;NA;72;0,0069;NA;NA;NA;NA;NA;NA;NA;-0,5;NA;NA;72;13,45877641;NA;NA;72
Calanus;gracilis;NA;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;0,937;0,9675;169;54,2;NA;NA;0,491;169;10,9;NA;NA;0,09700;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;26;106;NA;NA;0,3;1;-1,8;NA;NA;169;NA;NA;NA;NA;NA;NA;1,6;18,7;-1,8;NA;NA;169;NA;NA;NA;NA;NA;NA;0,4;2;-1,8;NA;NA;169;8,46;NA;NA;169
Calanus;helgolandicus;1;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,2;NA;NA;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8;NA;NA;197;11;NA;NA;198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;12;166
Calanus;helgolandicus;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75,2;NA;NA;198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus-(M);NA;Copepoda;Marine;NA;NA;NA;5,55;7;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;1;Copepoda;Marine;Herbivore;78;NA;5,3;10;77;5,37;NA;NA;72;58,2867784;NA;NA;3,13;72;7,448789572;NA;NA;0,40000;72;0,7;NA;NA;0,03759;72;23,51689279;NA;NA;72;NA;NA;NA;NA;74;NA;NA;118, 119;1,89;NA;NA;NA;1,8;NA;NA;72;0,049;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;0,005;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;21,66863001;NA;NA;72
Calanus;hyperboreus;2;Copepoda;Marine;NA;NA;NA;NA;NA;NA;3,4;NA;NA;72;58,52941176;NA;NA;1,99;72;7,352941176;NA;NA;0,25000;72;0,7;NA;NA;0,02380;72;23,21428571;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;1,38;NA;NA;NA;1,8;NA;NA;72;0,058;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;0,0053;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;24,18490566;NA;NA;72
Calanus;hyperboreus;3;Copepoda;Marine;NA;NA;NA;NA;NA;NA;2,72;NA;NA;72;58,08823529;NA;NA;1,58;72;7,352941176;NA;NA;0,20000;72;0,7;NA;NA;0,01904;72;23,21428571;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;1,18;NA;NA;NA;1,8;NA;NA;72;0,048;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;0,0086;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;12,33488372;NA;NA;72
Calanus;hyperboreus;4;Copepoda;Marine;NA;NA;NA;NA;NA;NA;4,31;NA;NA;72;61,48491879;NA;NA;2,65;72;6,496519722;NA;NA;0,28000;72;0,7;NA;NA;0,03017;72;20,51044084;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;1,49;NA;NA;NA;-0,4;NA;NA;72;0,041;NA;NA;NA;NA;NA;NA;NA;-0,4;NA;NA;72;0,001;NA;NA;NA;NA;NA;NA;NA;-0,4;NA;NA;72;90,61;NA;NA;72
Calanus;hyperboreus;5;Copepoda;Marine;NA;NA;NA;NA;NA;NA;3,09;NA;NA;72;NA;NA;NA;1,8;72;7,443365696;NA;NA;0,23000;72;0,7;NA;NA;0,02163;72;23,49976884;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;1,38;NA;NA;NA;-0,1;NA;NA;72;0,064;NA;NA;NA;NA;NA;NA;NA;-0,1;NA;NA;72;0,02;NA;NA;NA;NA;NA;NA;NA;-0,1;NA;NA;72;7,072;NA;NA;72
Calanus;hyperboreus;6;Copepoda;Marine;NA;NA;NA;NA;NA;NA;2,7;NA;NA;72;NA;NA;NA;1,58;72;7,407407407;NA;NA;0,20000;72;0,7;NA;NA;0,01890;72;23,38624339;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;1,09;NA;NA;NA;-0,1;NA;NA;72;0,035;NA;NA;NA;NA;NA;NA;NA;-0,1;NA;NA;72;0,015;NA;NA;NA;NA;NA;NA;NA;-0,1;NA;NA;72;5,156666667;NA;NA;72
Calanus;hyperboreus;7;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;0,86;3,78;175, 176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,112133968;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;2,5;21,7;5;NA;NA;175, 176;NA;NA;NA;NA;NA;NA;1;4,3;5;NA;NA;175, 176;NA;NA;NA;NA
Calanus;hyperboreus;8;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;0,314;2,686;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,183629464;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;1,9;2,9;4.0 - 6.0;NA;NA;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;9;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,581718648;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;10;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,590651127;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;11;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,331921729;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;12;Copepoda;Marine;NA;NA;NA;NA;NA;NA;2,19;NA;NA;72;58,44748858;NA;NA;1,28;72;7,305936073;NA;NA;0,16000;72;0,7;NA;NA;0,01533;72;23,06588389;NA;NA;72;NA;NA;NA;NA;66;NA;NA;119;1,04;NA;NA;NA;1,8;NA;NA;72;0,037;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;0,0088;NA;NA;NA;NA;NA;NA;NA;1,8;NA;NA;72;9,292045455;NA;NA;72
Calanus;hyperboreus;13;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,579797276;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;14;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,3650439;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;15;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,280799455;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;16;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,43986392;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Calanus;hyperboreus;17;Copepoda;Marine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,986256924;NA;NA;0;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
