uid,species,Codon,Ecosytem,Habitat,Reference,Note,name
1,Urosolenia longiseta,A,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),NA,species.1
2,Thalassiosira sp.,A,Faxinal Reservoir (Brazil),"deep, meso-eutrophic, warm monomictic, atelomictic, water  supply",Becker et al. (2008),NA,species.1
3,Urosolenia,A,Hungarian Rivers,NA,Borics et al. (2007),NA,species.1
3,Rhizosolenia,A,Hungarian Rivers,NA,Borics et al. (2007),NA,species.2
3,Cyclotella comensis,A,Hungarian Rivers,NA,Borics et al. (2007),NA,species.3
3,Cyclotella glomerata,A,Hungarian Rivers,NA,Borics et al. (2007),NA,species.4
4,Cyclotella rhomboideo-elliptica,A,Lake Fuxian; Lake Xingyun (China),deep oligotrophic; shallow eutrophic,Zhang et al. (2007),might fit due to the size,species.1
5,Acanthoceras,A,Mary River (Australia),floodplain lake,Townsend (2006),NA,species.1
6,Urosolenia,A,Lake Kivu (Africa),"deep, meromictic",Sarmento et al. (2006),NA,species.1
7,Urosolenia,A,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
8,Cyclotella baicalensis,A,Lake Baikal (Russia),deep,Fietz et al. (2005),NA,species.1
8,Cyclotella ornata,A,Lake Baikal (Russia),deep,Fietz et al. (2005),NA,species.2
8,Cyclotella minuta,A,Lake Baikal (Russia),deep,Fietz et al. (2005),NA,species.3
9,Urosolenia spp.,A,"Foz do Areia, Segredo, Salto Santiago, Salto Osório, Salto Caxias reservoirs (Brazil)",cascading reservoir,Silva et al. (2005),NA,species.1
10,Brachysira vitrea,A,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),NA,species.1
10,Urosolenia eriensis var. morsa,A,Lake Batata (Brazil),Amazonian flood-plain,Melo & Huszar (2000); Huszar & Reynolds (1997),NA,species.2
11,Cyclotella stylorum,A,Lake Manyas (Turkey),"shallow, hypertrophic",Çelik & Ongun (2008),might fit due to the size,species.1
12,Cyclotella comta,A,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),to  B,species.1
13,Cyclotella,A,"Lake Geneva, Lake Constance","monomictic, peri-alpine",Anneville et al. (2005),taxonomic resolution does not allow sorting into coda,species.1
14,Cyclotella,A,"Upper and Lower Lake Zurich, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),taxonomic resolution does not allow sorting into coda,species.1
14,Stephanodiscus,A,"Upper and Lower Lake Zurich, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),taxonomic resolution does not allow sorting into coda,species.2
15,Cyclotella stelligera,A,IAG Reservoir (Brazil),"shallow, oligotrophic",Lopes et al. (2005),to  B,species.1
16,non-identified Centrales,A,Stissing lake (USA),"shallow, mesoeutrophic, dimictic",Huszar et al. (2003),might fit if small celled species,species.1
17,Cyclotella bodanica,A,Wononscopomuc lake (USA),"deep, mesotrophic, dimictic",Huszar et al. (2003),to  B,species.1
18,Cyclotella kützingiana,A,Kuzgun Dam Reservoir (Turkey),oligo-mesotrophic,Gurbuz et al. (2003),to  B,species.1
18,Cyclotella ocellata,A,Kuzgun Dam Reservoir (Turkey),oligo-mesotrophic,Gurbuz et al. (2003),to  B,species.2
19,Mallomonas spp.,A,Lake Blanca (Uruguay),yellow-brownish shallow,Mazzeo et al. (2003),to  E,species.1
20,small Cyclotella spp.,A,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),to B,species.1
21,Discostella stelligera,B,Capivari Reservoir (Brazil),dam reservoir,Borges et al. (2008),NA,species.1
22,Aulacoseira subartica,B,Hungarian Rivers,NA,Borics et al. (2007),NA,species.1
22,Aulacoseira islandica,B,Hungarian Rivers,NA,Borics et al. (2007),NA,species.2
22,Stephanodiscus neoastraea,B,Hungarian Rivers,NA,Borics et al. (2007),NA,species.3
22,Stephanodiscus rotula,B,Hungarian Rivers,NA,Borics et al. (2007),NA,species.4
22,Cyclotella comta,B,Hungarian Rivers,NA,Borics et al. (2007),NA,species.5
23,Aulacoseira italica,B,Paraná River (Argentina),NA,Devercelli (2006),NA,species.1
24,Aulacoseira,B,Lake Constance,"monomictic, peri-alpine",Anneville et al. (2005),might fit due to the habitat,species.1
25,Aulacoseira,B,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),taxonomic resolution does not allow sorting into coda,species.1
26,Stephanodiscus meyerii,B,Lake Baikal (Russia),Deep,Fietz et al. (2005),A. baicalensis  would deserve a new codon,species.1
26,Aulacoseira baicalensis,B,Lake Baikal (Russia),Deep,Fietz et al. (2005),A. baicalensis  would deserve a new codon,species.2
27,Fragilaria crotonensis,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.1
27,Aulacoseira italica,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.2
27,Cyclotella operculata,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.3
27,dinoflagellates,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.4
27,Ceratium hirundinella,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.5
27,Peridinium willei,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.6
27,Cryptomonas,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.7
27,Rhodomonas minuta,B,Lake Mondsee (Austria),"deep, oligo-mesotrophic period of the lake",Dokulil & Teubner (2003),"Fragilaria to  P, Ceratium and Peridinium to Lo, Rhodomonas to X2, Cryptomonas to Y",species.8
28,Centrales spp. (5–20 µm),B,Lake Balaton (Hungary),Shallow,Hajnal & Padisák (2008),taxonomic resolution does not allow sorting into coda,species.1
29,Cyclotella,B,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),taxonomic resolution does not allow sorting into coda,species.1
29,Aulacoseira,B,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),taxonomic resolution does not allow sorting into coda,species.2
30,Cyclotella meneghiniana,B,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),To be moved to codon C,species.1
31,Synedra,B,"Lake Geneva, Upper and Lower Lake Zürich, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),to D,species.1
32,Erkenia,B,"Lake Constance, Upper and Lower Lake Zürich, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),to E,species.1
33,Aulacoseira granulata,B,Ömerli Reservoir (Istanbul),drinking water,Albay & Akçaalan (2003),to P,species.1
34,Cyclotella meneghiniana,B,Lake Rodó (Uruguay),"shallow, polimictic",Kruk et al. (2002),To be moved to codon C,species.1
35,Cyclostephanus dubius,B - C,Lake Baikal (Russia),Deep,Fietz et al. (2005),Cyclostephanos to A,species.1
36,Aulacoseira islandica,B - C,Lake Mondsee (Austria),"deep, meso-eutrophic period of the lake",Dokulil & Teubner (2003),"Aulacoseira,Cyclotella to B, , Stephanodiscus to B",species.1
36,Stephanodiscus minutulus,B - C,Lake Mondsee (Austria),"deep, meso-eutrophic period of the lake",Dokulil & Teubner (2003),"Aulacoseira,Cyclotella to B, , Stephanodiscus to B",species.2
36,Cyclotella operculata,B - C,Lake Mondsee (Austria),"deep, meso-eutrophic period of the lake",Dokulil & Teubner (2003),"Aulacoseira,Cyclotella to B, , Stephanodiscus to B",species.3
37,Aulacoseira,C,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),taxonomic resolution does not allow sorting into coda,species.1
37,Asterionella,C,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),taxonomic resolution does not allow sorting into coda,species.2
38,Aulacoseira ambigua,C,Lake Nero (Russia),"shallow, eutrophic",Babanazarova & Lyashenko (2007),NA,species.1
39,Asterionella formosa,C,Hungarian rivers,NA,Borics et al. (2007),C. stelligera to B,species.1
39,Aulacoseira ambigua,C,Hungarian rivers,NA,Borics et al. (2007),C. stelligera to B,species.2
39,Stephanodiscus neoastrea,C,Hungarian rivers,NA,Borics et al. (2007),C. stelligera to B,species.3
39,Cyclotella meneghiniana,C,Hungarian rivers,NA,Borics et al. (2007),C. stelligera to B,species.4
39,Cyclotella stelligera,C,Hungarian rivers,NA,Borics et al. (2007),C. stelligera to B,species.5
40,Aulacoseira,C,"Reservoirs North Pine, Somerset, Wivenhoe (Australia)",drinking water reservoirs,Burford & O'Donohue (2006),taxonomic resolution does not allow sorting into coda,species.1
41,Stephanodiscus,C,Lake Kivu (Africa),"deep, meromictic",Sarmento et al. (2006),Ciclostephanos to A,species.1
41,Cyclostesphanos,C,Lake Kivu (Africa),"deep, meromictic",Sarmento et al. (2006),Ciclostephanos to A,species.2
42,Small centrics,C,Paraná river (Argentina),NA,Devercelli (2006),"Actinocyclusnormanni,Nitzschia spp. to D, small centrics cannot be accepted in any codon because of too low taxonomic resolution, M. lineata to P",species.1
42,Actinocyclus normanii,C,Paraná river (Argentina),NA,Devercelli (2006),"Actinocyclusnormanni,Nitzschia spp. to D, small centrics cannot be accepted in any codon because of too low taxonomic resolution, M. lineata to P",species.2
42,Cyclotella meneghiniana,C,Paraná river (Argentina),NA,Devercelli (2006),"Actinocyclusnormanni,Nitzschia spp. to D, small centrics cannot be accepted in any codon because of too low taxonomic resolution, M. lineata to P",species.3
42,Melosira lineata,C,Paraná river (Argentina),NA,Devercelli (2006),"Actinocyclusnormanni,Nitzschia spp. to D, small centrics cannot be accepted in any codon because of too low taxonomic resolution, M. lineata to P",species.4
42,Nitzschia acicularis,C,Paraná river (Argentina),NA,Devercelli (2006),"Actinocyclusnormanni,Nitzschia spp. to D, small centrics cannot be accepted in any codon because of too low taxonomic resolution, M. lineata to P",species.5
42,Nitzschia sp.,C,Paraná river (Argentina),NA,Devercelli (2006),"Actinocyclusnormanni,Nitzschia spp. to D, small centrics cannot be accepted in any codon because of too low taxonomic resolution, M. lineata to P",species.6
43,Stephanodiscus,C,"L. Geneva, L.Constance, Upper Lake Zürich","monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
44,Asterionella,C,"Lake Geneva, Lake Constance","monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
45,Aulacoseira ambigua,C,Chodikee lake (USA),"shallow, eutrophic, discont. cold polymictic",Huszar et al. (2003),NA,species.1
46,Asterionella sp.,C,Stissing lake (USA),"shallow, mesoeutrophic, dimictic",Huszar et al. (2003),NA,species.1
47,Asterionella formosa,C,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.1
47,Aulacoseira ambigua,C,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.2
47,Stephanodiscus rotula,C,Lago Maggiore (Italy),NA,Morabito et al. (2003),NA,species.3
48,Asterionella formosa,C,Ömerli Reservoir (Istanbul),drinkind water,Albay & Akçaalan (2003),NA,species.1
49,Asterionella formosa,C,Kuzgun Dam Reservoir (Turkey),oligo-mesotrophic,Gurbuz et al. (2003),NA,species.1
50,Fragilaria crotonensis,C,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"F. crotonensis, A. granulata to P; A. islandica to B",species.1
50,Aulacoseira granulata,C,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"F. crotonensis, A. granulata to P; A. islandica to B",species.2
50,Aulacoseira islandica,C,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"F. crotonensis, A. granulata to P; A. islandica to B",species.3
50,Asterionella formosa,C,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"F. crotonensis, A. granulata to P; A. islandica to B",species.4
50,Stephanodiscus spp.,C,Lake Garda (Italy),"deep, subalpine",Salmaso (2002),"F. crotonensis, A. granulata to P; A. islandica to B",species.5
51,Stephanodiscus,C,Müggelsee (Germany),"polymictic, eutrophic, shallow",Wilhelm & Adrian (2008),NA,species.1
52,Centrales spp. 5–20 µm,C,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),taxonomic resolution does not allow sorting into coda,species.1
53,Cyclotella sp.,C,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),taxonomic resolution does not allow sorting into coda,species.1
54,Nitzschia acicularis,C,Lake Baikal (Russia),deep,Fietz et al. (2005),to D,species.1
55,Stephanodiscus minutulus,C,Vouglans reservoir,"deep dam reservoir, early stratification period",Leitão et al. (2003),"C. wuetrichiana  to A, Stephanodiscus to B",species.1
55,Cyclotela wuethrichiana,C,Vouglans reservoir,"deep dam reservoir, early stratification period",Leitão et al. (2003),"C. wuetrichiana  to A, Stephanodiscus to B",species.2
56,Nitzschia acicularis,C,Wononscopomuc lake,"deep, mesotrophic, dimictic",Huszar et al. (2003),to D,species.1
57,Ulnaria acus,D,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.1
57,Fragilaria rumpens,D,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.2
58,Synedra sp.,D,Peñuelas Reservoir (Chile),"polimictic, water supply, temperate, enriched mesocosms",Acuña et al. (2008),NA,species.1
59,Synedra acus,D,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),N. sigmoidea  to MP,species.1
59,Nitzschia sigmoidea,D,Lake Balaton (Hungary),shallow,Hajnal & Padisák (2008),N. sigmoidea  to MP,species.2
60,Synedra acus,D,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),"C, meneghiniana toC",species.1
60,Cyclotella meneghiniana,D,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),"C, meneghiniana toC",species.2
61,Nitzschia,D,Sardis Reservoir (USA),water level changes,Sthapit et al. (2008),NA,species.1
62,Encyonema silesiacum,D,Pomba river (Brazil),eutrophic,Soares et al. (2007),NA,species.1
62,Synedra ulna,D,Pomba river (Brazil),eutrophic,Soares et al. (2007),NA,species.2
63,Aulacoseira granulata,D,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),A. granulata to P,species.1
63,Stephanodiscus hantzschii,D,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),A. granulata to P,species.2
63,Nitzschia acicularis,D,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),A. granulata to P,species.3
63,Synedra sp.,D,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),A. granulata to P,species.4
64,Cocconeis sp.,D,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Species not in bold have to move to codon MP,species.1
64,Gomphonema angustatum,D,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Species not in bold have to move to codon MP,species.2
64,Navicula cuspidata,D,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Species not in bold have to move to codon MP,species.3
64,Nitzschia sp.,D,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Species not in bold have to move to codon MP,species.4
64,,D,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Species not in bold have to move to codon MP,species.5
65,Pleurosigmasp.,D,Mundaú Reservoir (Brazil),NA,NA,Species not in bold have to move to codon MP,species.1
65,Synedra rumpens,D,Mundaú Reservoir (Brazil),NA,NA,Species not in bold have to move to codon MP,species.2
66,Synedra acus,D,Hungarian Rivers,NA,Borics et al. (2007),Cyclotella to C,species.1
66,Nitzschia spp.,D,Hungarian Rivers,NA,Borics et al. (2007),Cyclotella to C,species.2
66,Stephanodiscus hantzschii,D,Hungarian Rivers,NA,Borics et al. (2007),Cyclotella to C,species.3
66,Cyclotella ocellata,D,Hungarian Rivers,NA,Borics et al. (2007),Cyclotella to C,species.4
66,Cyclotella pseudostelligera,D,Hungarian Rivers,NA,Borics et al. (2007),Cyclotella to C,species.5
67,Nitzschia agnita,D,Mary river (Australia),floodplain lake,Townsend (2006),NA,species.1
67,Synedra ulna,D,Mary river (Australia),floodplain lake,Townsend (2006),NA,species.2
68,Aulacoseira distans,D,Paraná river (Argentina),NA,Devercelli (2006),A. distansto C,species.1
68,Skeletonema potamos,D,Paraná river (Argentina),NA,Devercelli (2006),A. distansto C,species.2
68,Skeletonema cf. subsalsum,D,Paraná river (Argentina),NA,Devercelli (2006),A. distansto C,species.3
69,Nitzschia spp.,D,Lake Walen,"monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
70,Synedra,D,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
71,Synedra acus,D,Lake Baikal (Russia),deep,Fietz et al. (2005),NA,species.1
72,Nitzschia spp.,D,Ömerli Reservoir (Istanbul),NA,Albay & Akçaalan (2003),NA,species.1
73,Centrales,D,Hungarian shallow lakes,NA,Padisák et al. (2003a),C. comta to A; Navicula to MP,species.1
73,Navicula,D,Hungarian shallow lakes,NA,Padisák et al. (2003a),C. comta to A; Navicula to MP,species.2
73,Nitszchia,D,Hungarian shallow lakes,NA,Padisák et al. (2003a),C. comta to A; Navicula to MP,species.3
73,Cyclotella comta,D,Hungarian shallow lakes,NA,Padisák et al. (2003a),C. comta to A; Navicula to MP,species.4
73,Stephanodiscus hantzschii,D,Hungarian shallow lakes,NA,Padisák et al. (2003a),C. comta to A; Navicula to MP,species.5
74,Synedra delicatissima,D,Kuzgun Dam Reservoir (Turkey),oligo-mesotrophic,Gurbuz et al. (2003),NA,species.1
75,Synedra acus,D,Lake Rodó (Uruguay),"shallow, polymictic",Kruk et al. (2002),NA,species.1
76,Aulacoseira distans,D,Juturnaíba Reservoir (Brazil),"Water supply, shallow",Marinho & Huszar (2002),A. distans to C,species.1
77,Pennalessp.,D,Pomba river (Brazil),eutrophic,Soares et al. (2007),"Cyclotella to A, others to TB",species.1
77,Cyclotella sp.,D,Pomba river (Brazil),eutrophic,Soares et al. (2007),"Cyclotella to A, others to TB",species.2
77,Gomphonema parvulum,D,Pomba river (Brazil),eutrophic,Soares et al. (2007),"Cyclotella to A, others to TB",species.3
78,Diatoma,D,"Lake Walen, Lake Geneva, Lake Constance","monomictic, peri-alpine",Anneville et al. (2005),"If Diatoma is D. tenuis, it goes to P; if not, to MP",species.1
79,Achnanthes microcephala,D,Lake Manyas (Turkey),"shallow, hypertrophic",Çelik & Ongun (2008),Achnanthes microcephala to MP,species.1
80,Aulacoseira distans,D,Juturnaíba Lake (Brazil),productive lake,Huszar et al. (2000),A. distansto C,species.1
81,Tabellaria,N,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.1
81,Cosmarium,N,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.2
81,Staurodesmus,N,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.3
82,Tabellaria,N,Hungarian rivers,NA,Borics et al. (2007),NA,species.1
82,Cosmarium,N,Hungarian rivers,NA,Borics et al. (2007),NA,species.2
82,Staurodesmus,N,Hungarian rivers,NA,Borics et al. (2007),NA,species.3
82,Xanthidium,N,Hungarian rivers,NA,Borics et al. (2007),NA,species.4
83,Tabellaria,N,21 floodplain lakes (Araguaia river) (Brazil),NA,Nabout et al. (2006),NA,species.1
84,Cosmarium,N,Lake Geneva,"monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
85,Cosmarium,N,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
86,Tabellaria fenestrata,N,Mohonk lake,"deep, oligotrophic, dimictic",Huszar et al. (2003),NA,species.1
87,Cosmarium spp.,N,Lake Rodó (Uruguay),"shallow, polimictic, hypertrophic",Kruk et al. (2002),NA,species.1
88,Eunotia incisa,N,Comprida Lagoon (Brazil),"shallow, humic, acidic coastal lagoon",Alves de Souza et al. (2006),"Eunotia to MP,Synedra to D",species.1
88,Synedra nana,N,Comprida Lagoon (Brazil),"shallow, humic, acidic coastal lagoon",Alves de Souza et al. (2006),"Eunotia to MP,Synedra to D",species.2
89,Tabellaria,N - E,"L.Constance, Upper and Lower Lake Zürich","monomictic, peri-alpine",Anneville et al. (2005),to N,species.1
90,Carteria,N - E,Upper and Lower Lake Zürich,"monomictic, peri-alpine",Anneville et al. (2005),to G,species.1
91,Staurastrum smithii,NA,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),NA,species.1
91,Cosmarium spp.,NA,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),NA,species.2
91,Staurodesmus incus,NA,Dom Helvécio Lake (Brazil),"deep, oligotrophic, atelomixis",Souza et al. (2008),NA,species.3
92,Aulacoseira granulata,P,Faxinal Reservoir (Brazil),"deep, meso-eutrophic, warm monomictic, atelomictic, water  supply",Becker et al. (2008),NA,species.1
93,Closteriopsis acicularis,P,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),Desmidium to MP,species.1
93,Desmidium laticeps var. quadrangulare,P,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Crossetti & Bicudo (2008b),Desmidium to MP,species.2
94,Closteriopsis acicularis,P,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.1
94,Closterium gracile,P,Garças Reservoir (Brazil),"shallow, eutrophic, polimictic",Fonseca & Bicudo (2008),NA,species.2
95,Fragilaria crotonensis,P,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.1
95,Aulacoseira granulata,P,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.2
95,Closterium aciculare,P,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.3
95,Staurastrum pingue,P,12 Belgian lakes,NA,Sarmento & Descy (2008),NA,species.4
96,Aulacoseira,P,Müggelsee (Germany),"polymictic, eutrophic, shallow",Wilhelm & Adrian (2008),sorting of both Fragilaria and Aulacoseira to coda depends on species.,species.1
96,Fragilaria,P,Müggelsee (Germany),"polymictic, eutrophic, shallow",Wilhelm & Adrian (2008),sorting of both Fragilaria and Aulacoseira to coda depends on species.,species.2
97,Fragilaria crotonensis,P,Lake Fuxian (China),deep oligotrophic,Zhang et al. (2007),NA,species.1
98,Aulacoseira granulata,P,Lake Xingyun (China),shallow eutrophic,Zhang et al. (2007),NA,species.1
98,Fragilaria crotonensis,P,Lake Xingyun (China),shallow eutrophic,Zhang et al. (2007),NA,species.2
99,Cosmarium sp.,P,Paraibuna river (Brazil),eutrophic,Soares et al. (2007),NA,species.1
99,Closterium sp.,P,Paraibuna river (Brazil),eutrophic,Soares et al. (2007),NA,species.2
100,Closterium parvulum,P,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Melosira to P,species.1
100,Aulacoseira granulata,P,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Melosira to P,species.2
100,Aulacoseira granulata var. angustissima,P,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Melosira to P,species.3
100,Melosira sp.,P,Mundaú Reservoir (Brazil),"water supply, shallow",Moura et al. (2007),Melosira to P,species.4
101,Closterium acutum,P,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.1
101,Staurastrum cf. chaetoceras,P,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.2
101,Staurastrum sp.,P,Lake Kastoria (Greece),"higly eutrophic, shallow",Moustaka-Gouni et al. (2007),NA,species.3
102,Fragilaria crotonensis,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.1
102,Aulacoseira granulata,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.2
102,Staurastrum pingue,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.3
102,Staurastrum chaetoceras,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.4
102,,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.5
103,Pediastrum duplex,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.1
103,Pediastrum simplex,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.2
103,Coelastrum spp.,P,Hungarian Rivers,NA,Borics et al. (2007),Pediastrum spp. and Coelastrum spp. to J,species.3
104,Aulacoseira granulata,P,21 floodplain lakes (Araguaia river) (Brazil),NA,Nabout et al. (2006),A. herzogii and A. italica to B,species.1
104,Aulacoseira herzogii,P,21 floodplain lakes (Araguaia river) (Brazil),NA,Nabout et al. (2006),A. herzogii and A. italica to B,species.2
104,Aulacoseira italica,P,21 floodplain lakes (Araguaia river) (Brazil),NA,Nabout et al. (2006),A. herzogii and A. italica to B,species.3
105,Closterium acutum var. variabile,P,Paraná river (Argentina),NA,Devercelli (2006),S. leptocladum to N,species.1
105,Staurastrum leptocladum,P,Paraná river (Argentina),NA,Devercelli (2006),S. leptocladum to N,species.2
105,Aulacoseira granulata,P,Paraná river (Argentina),NA,Devercelli (2006),S. leptocladum to N,species.3
105,Aulacoseira granulata f. curvata,P,Paraná river (Argentina),NA,Devercelli (2006),S. leptocladum to N,species.4
105,Aulacoseira granulata var. angustissima,P,Paraná river (Argentina),NA,Devercelli (2006),S. leptocladum to N,species.5
106,Fragilaria,P,"Lake Geneva, Lake Walen","monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
107,Staurastrum,P,"L. Geneva, Lower Lake Zürich, Lake Waken","monomictic, peri-alpine",Anneville et al. (2005),NA,species.1
108,Staurastrum,P,Lake Samsonvale (Australia),dam reservoir,Antenucci et al. (2005),NA,species.1
109,Aulacoseira granulata,P,"Foz do Areia, Segredo, Salto Santiago, Salto Osório, Salto Caxias reservoirs (Brazil)",cascading reservoir,Silva et al. (2005),sorting of  Aulacoseira to coda depends on species.,species.1
109,Aulacoseira spp.,P,"Foz do Areia, Segredo, Salto Santiago, Salto Osório, Salto Caxias reservoirs (Brazil)",cascading reservoir,Silva et al. (2005),sorting of  Aulacoseira to coda depends on species.,species.2
110,Fragilaria crotonensis,P,Lake Arancio (Italy),"hypertrophic reservoir, water level fluctuations",Naselli-Flores & Barone (2005),NA,species.1
110,Aulacoseira granulata,P,Lake Arancio (Italy),"hypertrophic reservoir, water level fluctuations",Naselli-Flores & Barone (2005),NA,species.2
110,Closterium aciculare,P,Lake Arancio (Italy),"hypertrophic reservoir, water level fluctuations",Naselli-Flores & Barone (2005),NA,species.3
111,Fragilaria sp.,P,Vouglans reservoir,"deep dam reservoir, (early) stratification period",Leitão et al. (2003),NA,species.1
111,Fragilaria crotonensis,P,Vouglans reservoir,"deep dam reservoir, (early) stratification period",Leitão et al. (2003),NA,species.2
112,Fragilaria crotonensis,P,Chodikee lake,"shallow, eutrophic",Huszar et al. (2003),NA,species.1
113,Fragilaria crotonensis,P,Stissing lake,"shallow, mesoeutrophic, dimictic",Huszar et al. (2003),NA,species.1
