"","source.code","original.source.code","list.name","authours","Article.Title","publication","year","volume","issue","start.page.no","end.page.no","doi","abstract","Author.Full.Names","ISSN","eISSN","ISBN","Book.DOI","UT..Unique.WOS.ID."
"168",259,259,"secondary data - just sources","Quintana, XD; Arim, M; Badosa, A; Blanco, JM; Boix, D; Brucet, S; Compte, J; Egozcue, JJ; de Eyto, E; Gaedke, U; Gascón, S; de Sola, LG; Irvine, K; Jeppesen, E; Lauridsen, TL; López-Flores, R; Mehner, T; Romo, S; Sondergaard, M","Predation and competition effects on the size diversity of aquatic communities","AQUATIC SCIENCES",2015,77,"1",45,57,"10.1007/s00027-014-0368-1","","Quintana, Xavier D.; Arim, Matias; Badosa, Anna; Maria Blanco, Jose; Boix, Dani; Brucet, Sandra; Compte, Jordi; Egozcue, Juan J.; de Eyto, Elvira; Gaedke, Ursula; Gascon, Stephanie; Gil de Sola, Luis; Irvine, Kenneth; Jeppesen, Erik; Lauridsen, Torben L.; Lopez-Flores, Rocio; Mehner, Thomas; Romo, Susana; Sondergaard, Martin","1015-1621","1420-9055","","","WOS:000347149700005"
"169",260,260,"secondary data - with data","Kistenich, S; Dressler, M; Zimmermann, J; Hübener, T; Bastrop, R; Jahn, R","An investigation into the morphology and genetics of Cyclotella comensis and closely related taxa","DIATOM RESEARCH",2014,29,"4",423,440,"10.1080/0269249X.2014.922125","","Kistenich, Sonja; Dressler, Mirko; Zimmermann, Jonas; Huebener, Thomas; Bastrop, Ralf; Jahn, Regine","0269-249X","2159-8347","","","WOS:000340134900009"
"170",261,261,"secondary data - with data","Nakov, T; Theriot, EC; Alverson, AJ","Using phylogeny to model cell size evolution in marine and freshwater diatoms","LIMNOLOGY AND OCEANOGRAPHY",2014,59,"1",79,86,"10.4319/lo.2014.59.1.0079","","Nakov, Teofil; Theriot, Edward C.; Alverson, Andrew J.","0024-3590","1939-5590","","","WOS:000339901800007"
"171",262,262,"secondary data - just sources (lmp)","Rigosi, A; Carey, CC; Ibelings, BW; Brookes, JD","The interaction between climate warming and eutrophication to promote cyanobacteria is dependent on trophic state and varies among taxa","LIMNOLOGY AND OCEANOGRAPHY",2014,59,"1",99,114,"10.4319/lo.2014.59.1.0099","","Rigosi, Anna; Carey, Cayelan C.; Ibelings, Bas W.; Brookes, Justin D.","0024-3590","1939-5590","","","WOS:000339901800009"
"172",263,263,"secondary data - with data","Sastri, AR; Juneau, P; Beisner, BE","Evaluation of chitobiase-based estimates of biomass and production rates for developing freshwater crustacean zooplankton communities","JOURNAL OF PLANKTON RESEARCH",2013,35,"2",407,420,"10.1093/plankt/fbs104","","Sastri, Akash R.; Juneau, Philippe; Beisner, Beatrix E.","0142-7873","1464-3774","","","WOS:000316129700014"
"173",264,264,"secondary data - just sources","Sommer, U; Adrian, R; Bauer, B; Winder, M","The response of temperate aquatic ecosystems to global warming: novel insights from a multidisciplinary project","MARINE BIOLOGY",2012,159,"11",2367,2377,"10.1007/s00227-012-2085-4","","Sommer, Ulrich; Adrian, Rita; Bauer, Barbara; Winder, Monika","0025-3162","1432-1793","","","WOS:000310586900001"
"174",266,266,"loads of sources","Edwards, KF; Thomas, MK; Klausmeier, CA; Litchman, E","Allometric scaling and taxonomic variation in nutrient utilization traits and maximum growth rate of phytoplankton","LIMNOLOGY AND OCEANOGRAPHY",2012,57,"2",554,566,"10.4319/lo.2012.57.2.0554","","Edwards, Kyle F.; Thomas, Mridul K.; Klausmeier, Christopher A.; Litchman, Elena","0024-3590","1939-5590","","","WOS:000302613200014"
"175",267,267,"loads of sources","Edwards, KF; Klausmeier, CA; Litchman, E","Evidence for a three-way trade-off between nitrogen and phosphorus competitive abilities and cell size in phytoplankton","ECOLOGY",2011,92,"11",2085,2095,"10.1890/11-0395.1","","Edwards, Kyle F.; Klausmeier, Christopher A.; Litchman, Elena","0012-9658","1939-9170","","","WOS:000296426000010"
"176",268,268,"secondary data - with data","Schwaderer, AS; Yoshiyama, K; Pinto, PT; Swenson, NG; Klausmeier, CA; Litchman, E","Eco-evolutionary differences in light utilization traits and distributions of freshwater phytoplankton","LIMNOLOGY AND OCEANOGRAPHY",2011,56,"2",589,598,"10.4319/lo.2011.56.2.0589","","Schwaderer, Anne S.; Yoshiyama, Kohei; de Tezanos Pinto, Paula; Swenson, Nathan G.; Klausmeier, Christopher A.; Litchman, Elena","0024-3590","1939-5590","","","WOS:000290677800015"
"177",269,269,"secondary data - with data","Bruggeman, J","A PHYLOGENETIC APPROACH TO THE ESTIMATION OF PHYTOPLANKTON TRAITS","JOURNAL OF PHYCOLOGY",2011,47,"1",52,65,"10.1111/j.1529-8817.2010.00946.x","","Bruggeman, Jorn","0022-3646","1529-8817","","","WOS:000287492700007"
"178",270,270,"secondary data - just sources","Shurin, JB; Cottenie, K; Hillebrand, H","Spatial autocorrelation and dispersal limitation in freshwater organisms","OECOLOGIA",2009,159,"1",151,159,"10.1007/s00442-008-1174-z","","Shurin, Jonathan B.; Cottenie, Karl; Hillebrand, Helmut","0029-8549","1432-1939","","","WOS:000262576700014"
"179",271,271,"secondary data - with data","Barnett, AJ; Finlay, K; Beisner, BE","Functional diversity of crustacean zooplankton communities: towards a trait-based classification","FRESHWATER BIOLOGY",2007,52,"5",796,813,"10.1111/j.1365-2427.2007.01733.x","","Barnett, Allain J.; Finlay, Kerri; Beisner, Beatrix E.","0046-5070","1365-2427","","","WOS:000245987200003"
"180",275,275,"secondary data - with data","Gillooly, JF; Dodson, SI","Latitudinal patterns in the size distribution and seasonal dynamics of new world, freshwater cladocerans","LIMNOLOGY AND OCEANOGRAPHY",2000,45,"1",22,30,"10.4319/lo.2000.45.1.0022","","Gillooly, JF; Dodson, SI","0024-3590","1939-5590","","","WOS:000084949600003"
"181",279,279,"secondary data - with data","MalinskyRushansky, NZ; Legrand, C","Excretion of dissolved organic carbon by phytoplankton of different sizes and subsequent bacterial uptake","MARINE ECOLOGY PROGRESS SERIES",1996,132,"1-3",249,255,"10.3354/meps132249","","MalinskyRushansky, NZ; Legrand, C","0171-8630","","","","WOS:A1996UD22300023"
"182",281,281,"secondary data - with data","KOIVISTO, S","IS DAPHNIA-MAGNA AN ECOLOGICALLY REPRESENTATIVE ZOOPLANKTON SPECIES IN TOXICITY TESTS","ENVIRONMENTAL POLLUTION",1995,90,"2",263,267,"10.1016/0269-7491(95)00029-Q","","KOIVISTO, S","0269-7491","","","","WOS:A1995RP93200016"
"183",283,283,"secondary data - with data","CHOWFRASER, P; SPRULES, WG","TYPE-3 FUNCTIONAL-RESPONSE IN LIMNETIC SUSPENSION-FEEDERS, AS DEMONSTRATED BY INSITU GRAZING RATES","HYDROBIOLOGIA",1992,232,"3",175,191,"10.1007/BF00013703","","CHOWFRASER, P; SPRULES, WG","0018-8158","","","","WOS:A1992JA10200001"
"184",284,284,"secondary data - with data","HART, RC","COPEPOD POSTEMBRYONIC DURATIONS - PATTERN, CONFORMITY, AND PREDICTABILITY - THE REALITIES OF ISOCHRONAL AND EQUIPROPORTIONAL DEVELOPMENT, AND TRENDS IN THE COPEPODID-NAUPLIAR DURATION RATIO","HYDROBIOLOGIA",1990,206,"3",175,206,"10.1007/BF00014085","","HART, RC","0018-8158","","","","WOS:A1990EW45600001"
"185",285,285,"","Cabrera, M; Capparelli, M; Ortega-Andrade, M; Medina-Villamizar, EJ; Rico, A","Effects of the insecticide imidacloprid on aquatic invertebrate communities of the Ecuadorian Amazon","ENVIRONMENTAL POLLUTION",2024,357,"",NA,NA,"10.1016/j.envpol.2024.124459","","Cabrera, Marcela; Capparelli, Mariana, V; Ortega-Andrade, Mauricio; Medina-Villamizar, Evencio Joel; Rico, Andreu","0269-7491","1873-6424","","","WOS:001286182400001"
"186",286,286,"","Huynh, TH; Horváth, Z; Pálffy, K; Kardos, V; Szabó, B; Dobosy, P; Vad, CF","Heatwave-induced functional shifts in zooplankton communities result in weaker top-down control on phytoplankton","ECOLOGY AND EVOLUTION",2024,14,"8",NA,NA,"10.1002/ece3.70096","","Huynh, Thu-Hong; Horvath, Zsofia; Palffy, Karoly; Kardos, Vivien; Szabo, Beata; Dobosy, Peter; Vad, Csaba F.","2045-7758","","","","WOS:001283878300001"
"187",287,287,"","Weisse, T","Thermal response of freshwater ciliates: Can they survive at elevated lake temperatures?","FRESHWATER BIOLOGY",2024,NA,"",NA,NA,"10.1111/fwb.14302","","Weisse, Thomas","0046-5070","1365-2427","","","WOS:001270852500001"
"188",288,288,"","Diel, P; Kiene, M; Laforsch, C","Variation in defensive spines across juvenile instars of Daphnia magna","JOURNAL OF PLANKTON RESEARCH",2024,46,"4",452,458,"10.1093/plankt/fbae033","","Diel, Patricia; Kiene, Marvin; Laforsch, Christian","0142-7873","1464-3774","","","WOS:001270283100001"
"189",289,289,"","Gurung, A; Mukherjee, S; Declercq, M; Souffreau, C; De Meester, L","Strain-dependent and host genotype-dependent priority effects in gut microbiome assembly affect host fitness in Daphnia","LIMNOLOGY AND OCEANOGRAPHY",2024,NA,"",NA,NA,"10.1002/lno.12614","","Gurung, Aditi; Mukherjee, Shinjini; Declercq, Maj; Souffreau, Caroline; De Meester, Luc","0024-3590","1939-5590","","","WOS:001265118000001"
"190",290,290,"","Paris, L; Dutaut, M; Coly, S; Foltier, D; Gire, B; Coulon, M; Thouvenot, A; Latour, D; Legrand, B","Effect of water temperature on the signal of a phycocyanin probe and correction factor applied to three morphotypes to improve field monitoring of cyanobacteria","ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS",2024,82,"",NA,NA,"10.1016/j.algal.2024.103599","","Paris, Laurianne; Dutaut, Mathilde; Coly, Sylvain; Foltier, David; Gire, Benoit; Coulon, Marianne; Thouvenot, Antoine; Latour, Delphine; Legrand, Benjamin","2211-9264","","","","WOS:001267294100001"
"191",291,291,"","Ma, MD; Li, JX; Lu, AR; Zhu, PX; Yin, XW","Effects of phytoplankton diversity on resource use efficiency in a eutrophic urban river of Northern China","FRONTIERS IN ENVIRONMENTAL SCIENCE",2024,12,"",NA,NA,"10.3389/fenvs.2024.1389220","","Ma, Mengdi; Li, Jiaxin; Lu, Aoran; Zhu, Peixun; Yin, Xuwang","","2296-665X","","","WOS:001270274000001"
"192",292,292,"","Bazin, S; Diouloufet, V; Molina, A; Peroux, T; Montoya, JM; Blanchet, S; Edeline, E; Jacquet, S; Rasconi, S; Fayolle, S; Campana, M; Zambeaux, T; Leclerc, C; Lassus, R; Morla, J; Daufresne, M; Sentis, A","Direct effect of artificial warming on communities is stronger than its indirect effect through body mass reduction","OIKOS",2024,NA,"",NA,NA,"10.1111/oik.10561","","Bazin, Simon; Diouloufet, Virginie; Molina, Ange; Peroux, Tiphaine; Montoya, Jose M.; Blanchet, Simon; Edeline, Eric; Jacquet, Stephan; Rasconi, Serena; Fayolle, Stephanie; Campana, Marina; Zambeaux, Thalia; Leclerc, Camille; Lassus, Remy; Morla, Julie; Daufresne, Martin; Sentis, Arnaud","0030-1299","1600-0706","","","WOS:001258735500001"
"193",293,293,"","Lejeune, B; Lepoint, G; Denoël, M","Food web collapse and regime shift following goldfish introduction in permanent ponds","GLOBAL CHANGE BIOLOGY",2024,30,"7",NA,NA,"10.1111/gcb.17435","","Lejeune, Benjamin; Lepoint, Gilles; Denoel, Mathieu","1354-1013","1365-2486","","","WOS:001273817600001"
"194",294,294,"","Kiene, M; Schott, M; Martin-Creuzburg, D; Laforsch, C","Food quantity and quality modulates inducible defenses in a common predator-prey system","LIMNOLOGY AND OCEANOGRAPHY",2024,69,"7",1535,1546,"10.1002/lno.12595","","Kiene, Marvin; Schott, Matthias; Martin-Creuzburg, Dominik; Laforsch, Christian","0024-3590","1939-5590","","","WOS:001253985400001"
"195",295,295,"","Dos Santos, NG; Chiarelli, LJ; Morari, PHR; de Souza, MET; Calixto, G; Kato, BED; Rodrigues, GLD; Figueira, LC; Castilho-Noll, MSM","How land use affects freshwater zooplankton communities: a global overview","HYDROBIOLOGIA",2024,NA,"",NA,NA,"10.1007/s10750-024-05562-x","","Dos Santos, Natan Guilherme; Chiarelli, Laura Jardim; Morari, Pedro Henrique Ribeiro; de Souza, Maria Eduarda Turcato; Calixto, Guilherme; Kato, Brendown Eiji Dias; Rodrigues, Gabriel Liboni Del Pino; Figueira, Luana Cassia; Castilho-Noll, Maria Stela Maioli","0018-8158","1573-5117","","","WOS:001247878400002"
"196",296,296,"","Akter, S; Wilfert, K; Saliu, OR; Schoelynck, J; De Boeck, G","Feeding on stressed algae exerts important effects on life history traits of Daphnia magna in a multi-stressor environment","AQUATIC TOXICOLOGY",2024,273,"",NA,NA,"10.1016/j.aquatox.2024.106988","","Akter, Sabiha; Wilfert, Katharina; Saliu, Olayemi Razaq; Schoelynck, Jonas; De Boeck, Gudrun","0166-445X","1879-1514","","","WOS:001254008500001"
"197",297,297,"","Huang, J; Gu, L; Sun, YF; Zhang, L; Huang, Y; Yang, Z","Declining aqueous calcium and fish predation risk interactively modify the phenotypic plasticity in Daphnia pulex","ENVIRONMENTAL POLLUTION",2024,356,"",NA,NA,"10.1016/j.envpol.2024.124266","","Huang, Jing; Gu, Lei; Sun, Yunfei; Zhang, Lu; Huang, Yuan; Yang, Zhou","0269-7491","1873-6424","","","WOS:001261105200001"
"198",298,298,"","Quevedo-Ortiz, G; Fernández-Calero, J; Cañedo-Argüelles, M; von Schiller, D; Fortuño, P; Bonada, N; Gomà, J","An experimental study to assess resistance and resilience strategies of freshwater diatoms to cope with drying in Mediterranean temporary rivers","HYDROBIOLOGIA",2024,NA,"",NA,NA,"10.1007/s10750-024-05585-4","","Quevedo-Ortiz, Guillermo; Maria Fernandez-Calero, Jose; Canedo-Argueelles, Miguel; von Schiller, Daniel; Fortuno, Pau; Bonada, Nuria; Goma, Joan","0018-8158","1573-5117","","","WOS:001236797700002"
"199",299,299,"","Bulut, H; Saler, S","BODY SIZE VARIATIONS OF DAPHNIA CUCULLATA SARS IN A RESERVOIR (ELAZIG-TURKIYE)","APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH",2024,NA,"",NA,NA,"10.15666/aeer/2204_32053215","","Bulut, H.; Saler, S.","1589-1623","1785-0037","","","WOS:001259331200001"
"200",300,300,"","Nauman, C; Stanislawczyk, K; Reitz, LA; Chaffin, JD","The spatiotemporal distribution of potential saxitoxin-producing cyanobacteria in western Lake Erie","JOURNAL OF GREAT LAKES RESEARCH",2024,50,"3",NA,NA,"10.1016/j.jglr.2024.102342","","Nauman, Callie; Stanislawczyk, Keara; Reitz, Laura A.; Chaffin, Justin D.","0380-1330","","","","WOS:001242466700001"
"201",301,301,"","Procházková, P; Kalcíková, G; Marsálková, E; Gargosová, HZ; Kucerík, J","Innovative approach for quantitative determination of ingested microplastics by Daphnia magna: use of differential scanning calorimetry and thermogravimetry","JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY",2024,NA,"",NA,NA,"10.1007/s10973-024-12985-0","","Prochazkova, Petra; Kalcikova, Gabriela; Marsalkova, Eliska; Gargosova, Helena Zlamalova; Kucerik, Jiri","1388-6150","1588-2926","","","WOS:001198589800012"
"202",302,302,"","Gammuto, L; Serra, V; Petroni, G; Todaro, MA","Molecular phylogenetic position and description of a new genus and species of freshwater Chaetonotidae (Gastrotricha: Chaetonotida: Paucitubulatina), and the annotation of its mitochondrial genome","INVERTEBRATE SYSTEMATICS",2024,38,"7",NA,NA,"10.1071/IS23059","","Gammuto, Leandro; Serra, Valentina; Petroni, Giulio; Todaro, M. Antonio","1445-5226","1447-2600","","","WOS:001266996400001"
"203",303,303,"","Yang, LJ; Tao, Y; Jiang, X; Wang, Y; Li, YH; Zhou, L; Wang, PZ; Li, YY; Zhao, X; Wang, HJ; Jeppesen, E; Xie, P","Interactive effects of nutrients and salinity on zooplankton in subtropical plateau lakes with contrasting water depth","FRONTIERS IN ENVIRONMENTAL SCIENCE",2023,11,"",NA,NA,"10.3389/fenvs.2023.1110746","","Yang, Li-Juan; Tao, Ya; Jiang, Xia; Wang, Ying; Li, Ye-Hao; Zhou, Long; Wang, Pu-Ze; Li, Yuan-Yuan; Zhao, Xu; Wang, Hai-Jun; Jeppesen, Erik; Xie, Ping","","2296-665X","","","WOS:000948498100001"
"204",304,304,"","Pasternak, A; Drits, A; Arashkevich, E; Flint, M","Differential Impact of the Khatanga and Lena (Laptev Sea) Runoff on the Distribution and Grazing of Zooplankton","FRONTIERS IN MARINE SCIENCE",2022,9,"",NA,NA,"10.3389/fmars.2022.881383","","Pasternak, Anna; Drits, Alexander; Arashkevich, Elena; Flint, Mikhail","","2296-7745","","","WOS:000791345700001"
"205",305,305,"","Baho, DL; Leu, E; Pomati, F; Hessen, DO; Norberg, J; Moe, SJ; Skjelbred, B; Nizzetto, L","Resilience of Natural Phytoplankton Communities to Pulse Disturbances from Micropollutant Exposure and Vertical Mixing","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY",2019,38,"10",2197,2208,"10.1002/etc.4536","","Baho, Didier L.; Leu, Eva; Pomati, Francesco; Hessen, Dag O.; Norberg, Jon; Moe, S. Jannicke; Skjelbred, Birger; Nizzetto, Luca","0730-7268","1552-8618","","","WOS:000486765900001"
"206",306,306,"","Grosbois, G; Mariash, H; Schneider, T; Rautio, M","Under-ice availability of phytoplankton lipids is key to freshwater zooplankton winter survival","SCIENTIFIC REPORTS",2017,7,"",NA,NA,"10.1038/s41598-017-10956-0","","Grosbois, Guillaume; Mariash, Heather; Schneider, Tobias; Rautio, Milla","2045-2322","","","","WOS:000410739000041"
"207",307,307,"","Xu, DL; Cai, Y; Jiang, H; Wu, XQ; Leng, X; An, SQ","Variations of Food Web Structure and Energy Availability of Shallow Lake with Long-Term Eutrophication: A Case Study from Lake Taihu, China","CLEAN-SOIL AIR WATER",2016,44,"10",1306,1314,"10.1002/clen.201300837","","Xu, Delin; Cai, Ying; Jiang, Hao; Wu, Xiaoqing; Leng, Xin; An, Shuqing","1863-0650","1863-0669","","","WOS:000387805500005"
"208",308,308,"","Ikeda, T","Synthesis towards a global-bathymetric model of metabolism and chemical composition of mysid crustaceans","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2013,445,"",79,87,"10.1016/j.jembe.2013.04.001","","Ikeda, Tsutomu","0022-0981","1879-1697","","","WOS:000320895500010"
"209",309,309,"","Sterner, RW; Schwalbach, MS","Diel integration of food quality by Daphnia:: Luxury consumption by a freshwater planktonic herbivore","LIMNOLOGY AND OCEANOGRAPHY",2001,46,"2",410,416,"10.4319/lo.2001.46.2.0410","","Sterner, RW; Schwalbach, MS","0024-3590","","","","WOS:000167819900019"
"210",310,310,"","Ignatow, M; Mbahinzireki, G; Lehman, JT","Secondary production and energetics of the shrimp Caridina nilotica in Lake Victoria, East Africa: Model development and application","HYDROBIOLOGIA",1996,332,"3",175,181,"10.1007/BF00031923","","Ignatow, M; Mbahinzireki, G; Lehman, JT","0018-8158","","","","WOS:A1996VR41200005"
"211",311,311,"","Young, BL; Padilla, DK; Schneider, DW; Hewett, SW","The importance of size-frequency relationships for predicting ecological impact of zebra mussel populations","HYDROBIOLOGIA",1996,332,"3",151,158,"10.1007/BF00031920","","Young, BL; Padilla, DK; Schneider, DW; Hewett, SW","0018-8158","","","","WOS:A1996VR41200002"
"212",312,312,"","HORNE, MT; DUNSON, WA","THE INTERACTIVE EFFECTS OF LOW PH, TOXIC METALS, AND DOC ON A SIMULATED TEMPORARY POND COMMUNITY","ENVIRONMENTAL POLLUTION",1995,89,"2",155,161,"10.1016/0269-7491(94)00057-K","","HORNE, MT; DUNSON, WA","0269-7491","","","","WOS:A1995RB17300005"
"213",313,313,"","CARPENTER, A","POPULATION BIOLOGY OF THE FRESH-WATER SHRIMP PARATYA-CURVIROSTRIS (HELLER, 1862) (DECAPODA, ATYIDAE)","NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH",1983,17,"2",147,158,"10.1080/00288330.1983.9515992","","CARPENTER, A","0028-8330","1175-8805","","","WOS:A1983QZ78000003"
"214",314,314,"","HALLEGRAEFF, GM","COMPARISON OF DIFFERENT METHODS USED FOR QUANTITATIVE-EVALUATION OF BIOMASS OF FRESHWATER PHYTOPLANKTON","HYDROBIOLOGIA",1977,55,"2",145,165,"10.1007/BF00021056","","HALLEGRAEFF, GM","0018-8158","1573-5117","","","WOS:A1977DU02000006"
"215",315,315,"","Tian, W; Zhang, HY; Wang, ZY; Tian, YL; Huang, TS","Analysis on the stability of plankton in a food web with empirical organism body mass distribution (Oct, 10.1007/s11356-022-23696-0, 2022)","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH",2023,30,"8",21344,21344,"10.1007/s11356-022-24030-4","","Tian, Wang; Zhang, Huayong; Wang, Zhongyu; Tian, Yonglan; Huang, Tousheng","0944-1344","1614-7499","","","WOS:000878976100001"
"216",316,316,"","DAVEY, MC","THE EFFECTS OF NUTRIENT DEPLETION ON THE SINKING VELOCITY AND CELLULAR COMPOSITION OF A FRESH-WATER DIATOM","ARCHIV FUR HYDROBIOLOGIE",1988,112,"3",321,334,"","","DAVEY, MC","0003-9136","","","","WOS:A1988N775100001"
