resolved.taxa.name,tax.uid,form,variety,species,genus,family,order,class,phylum,kingdom,rank,source,check
Cosmarium subspeciosum transiens,tax-5097,NA,Cosmarium subspeciosum transiens,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Cosmarium subtumidum,tax-5098,NA,NA,Cosmarium subtumidum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium subtumidum klebsii,tax-5099,NA,Cosmarium subtumidum klebsii,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Cosmarium tinctum tumidum,tax-5100,NA,Cosmarium tinctum tumidum,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Cosmarium truncatellum,tax-5101,NA,NA,Cosmarium truncatellum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium umbilicatum,tax-5102,NA,NA,Cosmarium umbilicatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium venustum excavatum,tax-5103,NA,Cosmarium venustum excavatum,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Cosmarium vexatum,tax-5104,NA,NA,Cosmarium vexatum,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Cosmarium wembaerense,tax-5105,NA,NA,Cosmarium wembaerense,Cosmarium,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Crucigeniella secta,tax-5107,NA,NA,Crucigeniella secta,Crucigeniella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Willea neglecta,tax-5108,NA,NA,Willea neglecta,Willea,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Cryptaulax conoidea,tax-5109,NA,NA,Cryptaulax conoidea,Cryptaulax,Neobodonidae,Neobodonida,Kinetoplastea,Euglenozoa,NA,species,AlgaeBase,check
Cryptaulax marina,tax-5110,NA,NA,Cryptaulax marina,Cryptaulax,Neobodonidae,Neobodonida,Kinetoplastea,Euglenozoa,NA,species,AlgaeBase,check
Cryptoglena pigra,tax-5112,NA,NA,Cryptoglena pigra,Cryptoglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cyanobacterium cedrorum,tax-5114,NA,NA,Cyanobacterium cedrorum,Cyanobacterium,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanobacterium crassiusculum,tax-5115,NA,NA,Cyanobacterium crassiusculum,Cyanobacterium,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanobacterium diachloros,tax-5116,NA,NA,Cyanobacterium diachloros,Cyanobacterium,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanobacterium minervae,tax-5117,NA,NA,Cyanobacterium minervae,Cyanobacterium,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanobacterium stanieri,tax-5118,NA,NA,Cyanobacterium stanieri,Cyanobacterium,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanobacterium synechococcoides,tax-5119,NA,NA,Cyanobacterium synechococcoides,Cyanobacterium,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanobium bacillare,tax-5120,NA,NA,Cyanobium bacillare,Cyanobium,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanobium plancticum,tax-5121,NA,NA,Cyanobium plancticum,Cyanobium,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanodictyon balticum,tax-5124,NA,NA,Cyanodictyon balticum,Cyanodictyon,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanodictyon iac,tax-5125,NA,NA,Cyanodictyon iac,Cyanodictyon,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanodictyon tubiforme,tax-5126,NA,NA,Cyanodictyon tubiforme,Cyanodictyon,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanotetras fusca,tax-5132,NA,NA,Cyanotetras fusca,Cyanotetras,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanothamnos plancticus,tax-5133,NA,NA,Cyanothamnos plancticus,Cyanothamnos,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Cyanothece major,tax-5135,NA,NA,Cyanothece major,Cyanothece,Cyanothecaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Lepocinclis cyclidiopsis,tax-5137,NA,NA,Lepocinclis cyclidiopsis,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Cyclonexis erinus,tax-5139,NA,NA,Cyclonexis erinus,Cyclonexis,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Cylindrotheca closterium,tax-5141,NA,NA,Cylindrotheca closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Bacillariophyta,NA,species,AlgaeBase,check
Cymbomonas tetramitiformis,tax-5143,NA,NA,Cymbomonas tetramitiformis,Cymbomonas,Pyramimonadaceae,Pyramimonadales,Pyramimonadophyceae,Chlorophyta,NA,species,AlgaeBase,check
Cystodinium cornifax,tax-5146,NA,NA,Cystodinium cornifax,Cystodinium,Phytodiniaceae,Phytodiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Dactylosphaerium,tax-5148,NA,NA,NA,Dactylosphaerium,NA,Dactylopodida,Discosea,Amoebozoa,Protozoa,genus,gbif,check
Dendromonas cryptostylis,tax-5151,NA,NA,Dendromonas cryptostylis,Dendromonas,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Dendromonas virgaria,tax-5152,NA,NA,Dendromonas virgaria,Dendromonas,Chromulinaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Desmatractum delicatissimum,tax-5155,NA,NA,Desmatractum delicatissimum,Desmatractum,,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmococcus olivaceus,tax-5157,NA,NA,Desmococcus olivaceus,Desmococcus,Stichococcaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmodesmus armatus bicaudatus,tax-5159,NA,Desmodesmus armatus bicaudatus,NA,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Desmodesmus armatus spinosus,tax-5160,NA,Desmodesmus armatus spinosus,NA,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Desmodesmus denticulatus linearis,tax-5161,NA,Desmodesmus denticulatus linearis,NA,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,variety,AlgaeBase,check
Desmodesmus maximus,tax-5162,NA,NA,Desmodesmus maximus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmodesmus pseudodenticulatus,tax-5163,NA,NA,Desmodesmus pseudodenticulatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Desmomastix globosa,tax-5164,NA,NA,Desmomastix globosa,Desmomastix,Desmomastigaceae,Desmomastigales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Deuterocharacium fallax,tax-5165,NA,NA,Deuterocharacium fallax,Deuterocharacium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Deuterocharacium polyplastidicum,tax-5166,NA,NA,Deuterocharacium polyplastidicum,Deuterocharacium,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Diacanthos,tax-5167,NA,NA,NA,Dyacanthos,NA,NA,NA,Nematoda,Animalia,genus,gbif,check
Micractinium belenophorum,tax-5168,NA,NA,Micractinium belenophorum,Micractinium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dicellula geminata,tax-5170,NA,NA,Dicellula geminata,Dicellula,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dichotomococcus bacillaris,tax-5171,NA,NA,Dichotomococcus bacillaris,Dichotomococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dicloster acuatus,tax-5172,NA,NA,Dicloster acuatus,Dicloster,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Mychonastes anomalus,tax-5175,NA,NA,Mychonastes anomalus,Mychonastes,Mychonastaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dictyosphaerium granulatum,tax-5176,NA,NA,Dictyosphaerium granulatum,Dictyosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dictyosphaerium primarium,tax-5177,NA,NA,Dictyosphaerium primarium,Dictyosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Mucidosphaerium sphagnale,tax-5178,NA,NA,Mucidosphaerium sphagnale,Mucidosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Pseudodidymocystis lineata,tax-5180,NA,NA,Pseudodidymocystis lineata,Pseudodidymocystis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Didymogenes palatina,tax-5182,NA,NA,Didymogenes palatina,Didymogenes,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Didymogenes hungarica,tax-5185,NA,NA,Didymogenes hungarica,Didymogenes,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Diplostauron angulosum,tax-5187,NA,NA,Diplostauron angulosum,Diplostauron,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Diplostauron elegans,tax-5188,NA,NA,Diplostauron elegans,Diplostauron,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Discoplastis spathirhyncha,tax-5190,NA,NA,Discoplastis spathirhyncha,Discoplastis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Distigma proteus,tax-5192,NA,NA,Distigma proteus,Distigma,Distigmidae,Natomonadida,Peranemea,Euglenozoa,NA,species,AlgaeBase,check
Dunaliella maritima,tax-5194,NA,NA,Dunaliella maritima,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dunaliella primolecta,tax-5195,NA,NA,Dunaliella primolecta,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dunaliella salina,tax-5196,NA,NA,Dunaliella salina,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Dunaliella tertiolecta,tax-5197,NA,NA,Dunaliella tertiolecta,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Durinskia dybowskii,tax-5199,NA,NA,Durinskia dybowskii,Durinskia,Kryptoperidiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Dysmorphococcus feldmannii,tax-5201,NA,NA,Dysmorphococcus feldmannii,Dysmorphococcus,Phacotaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Ecballocystis,tax-5202,NA,NA,NA,Ecballocystis,NA,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,genus,gbif,check
Echinocoleum elegans,tax-5204,NA,NA,Echinocoleum elegans,Echinocoleum,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Elakatothrix lacustris,tax-5206,NA,NA,Elakatothrix lacustris,Elakatothrix,Elakatotrichaceae,Klebsormidiales,Klebsormidiophyceae,Charophyta,NA,species,AlgaeBase,check
Elakatothrix spirochroma,tax-5207,NA,NA,Elakatothrix spirochroma,Elakatothrix,Elakatotrichaceae,Klebsormidiales,Klebsormidiophyceae,Charophyta,NA,species,AlgaeBase,check
Ellipsoidion perminutum,tax-5208,NA,NA,Ellipsoidion perminutum,Ellipsoidion,Pleurochloridaceae,Mischococcales,Xanthophyceae,Ochrophyta,NA,species,AlgaeBase,check
Enallax costatus,tax-5210,NA,NA,Enallax costatus,Enallax,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Entocladia cladophorae,tax-5213,NA,NA,Entocladia cladophorae,Entocladia,Ulvellaceae,Ulvales,Ulvophyceae,Chlorophyta,NA,species,AlgaeBase,check
Ploeotia obliqua,tax-5215,NA,NA,Ploeotia obliqua,Ploeotia,Ploeotiidae,Ploeotiida,Ploeotarea,Euglenozoa,NA,species,AlgaeBase,check
Entosiphon polyaulax,tax-5216,NA,NA,Entosiphon polyaulax,Entosiphon,Entosiphonidae,Entosiphonida,Entosiphonea,Euglenozoa,NA,species,AlgaeBase,check
Entosiphon sulcatus,tax-5217,NA,NA,Entosiphon sulcatus,Entosiphon,Entosiphonidae,Entosiphonida,Entosiphonea,Euglenozoa,NA,species,AlgaeBase,check
Epicystis peridinearum,tax-5218,NA,NA,Epicystis peridinearum,Epicystis,Chrysosphaeraceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis epiplanctica,tax-5219,NA,NA,Epipyxis epiplanctica,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis lauterbornii,tax-5220,NA,NA,Epipyxis lauterbornii,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis lauterbornii mucicola,tax-5221,NA,Epipyxis lauterbornii mucicola,NA,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,variety,AlgaeBase,check
Epipyxis leickii,tax-5222,NA,NA,Epipyxis leickii,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis marchica,tax-5223,NA,NA,Epipyxis marchica,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis ramosa,tax-5224,NA,NA,Epipyxis ramosa,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis simplex,tax-5225,NA,NA,Epipyxis simplex,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis tubulosa,tax-5226,NA,NA,Epipyxis tubulosa,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,species,AlgaeBase,check
Epipyxis utriculus acuta,tax-5227,NA,Epipyxis utriculus acuta,NA,Epipyxis,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,NA,variety,AlgaeBase,check
Eremosphaera viridis,tax-5229,NA,NA,Eremosphaera viridis,Eremosphaera,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Euastrum humerosum affine,tax-5230,NA,Euastrum humerosum affine,NA,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,variety,AlgaeBase,check
Euastrum ansatum,tax-5231,NA,NA,Euastrum ansatum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum bipapillatum,tax-5232,NA,NA,Euastrum bipapillatum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum didelta,tax-5233,NA,NA,Euastrum didelta,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum divaricatum,tax-5234,NA,NA,Euastrum divaricatum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum lapponicum,tax-5235,NA,NA,Euastrum lapponicum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Euastrum subtrilobulatum,tax-5236,NA,NA,Euastrum subtrilobulatum,Euastrum,Desmidiaceae,Desmidiales,Zygnematophyceae,Charophyta,NA,species,AlgaeBase,check
Eucapsis alpina,tax-5237,NA,NA,Eucapsis alpina,Eucapsis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Eucapsis minor,tax-5238,NA,NA,Eucapsis minor,Eucapsis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Eucapsis minuta,tax-5239,NA,NA,Eucapsis minuta,Eucapsis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Eudorina cylindrica,tax-5240,NA,NA,Eudorina cylindrica,Eudorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Pleodorina illinoisensis,tax-5241,NA,NA,Pleodorina illinoisensis,Pleodorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Eudorina unicocca,tax-5242,NA,NA,Eudorina unicocca,Eudorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Euglena acusformis,tax-5243,NA,NA,Euglena acusformis,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena allorgei,tax-5244,NA,NA,Euglena allorgei,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena antefossa,tax-5245,NA,NA,Euglena antefossa,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena bivittata,tax-5246,NA,NA,Euglena bivittata,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena chlamydophora,tax-5248,NA,NA,Euglena chlamydophora,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena clara,tax-5249,NA,NA,Euglena clara,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglenaria clavata,tax-5250,NA,NA,Euglenaria clavata,Euglenaria,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena deses,tax-5251,NA,NA,Euglena deses,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena ehrenbergii,tax-5252,NA,NA,Euglena ehrenbergii,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Lepocinclis fusca,tax-5253,NA,NA,Lepocinclis fusca,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Discoplastis gasterosteus,tax-5254,NA,NA,Discoplastis gasterosteus,Discoplastis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena geniculata,tax-5255,NA,NA,Euglena geniculata,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Lepocinclis helicoidea,tax-5256,NA,NA,Lepocinclis helicoidea,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena guentheri,tax-5258,NA,NA,Euglena guentheri,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena hemichromata,tax-5259,NA,NA,Euglena hemichromata,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Phacus limnophilus,tax-5260,NA,NA,Phacus limnophilus,Phacus,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena minima,tax-5262,NA,NA,Euglena minima,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena nana,tax-5263,NA,NA,Euglena nana,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena oblonga,tax-5264,NA,NA,Euglena oblonga,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena van-goori,tax-5265,NA,NA,Euglena van-goori,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Lepocinclis oxyuris skvortzovii,tax-5267,NA,Lepocinclis oxyuris skvortzovii,NA,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,variety,AlgaeBase,check
Lepocinclis oxyuris minor,tax-5268,NA,Lepocinclis oxyuris minor,NA,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,variety,AlgaeBase,check
Discoplastis angusta,tax-5269,NA,NA,Discoplastis angusta,Discoplastis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena pisciformis,tax-5270,NA,NA,Euglena pisciformis,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena pusilla,tax-5271,NA,NA,Euglena pusilla,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena retronata,tax-5272,NA,NA,Euglena retronata,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Discoplastis adunca,tax-5273,NA,NA,Discoplastis adunca,Discoplastis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena sanguinea,tax-5274,NA,NA,Euglena sanguinea,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena sociabilis,tax-5275,NA,NA,Euglena sociabilis,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Lepocinclis spirogyroides,tax-5277,NA,NA,Lepocinclis spirogyroides,Lepocinclis,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena splendens,tax-5278,NA,NA,Euglena splendens,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena subehrenbergii,tax-5279,NA,NA,Euglena subehrenbergii,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena texta,tax-5280,NA,NA,Euglena texta,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena tuberculata,tax-5281,NA,NA,Euglena tuberculata,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Euglena vagans,tax-5282,NA,NA,Euglena vagans,Euglena,Euglenidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Flexiglena variabilis,tax-5283,NA,NA,Flexiglena variabilis,Flexiglena,Phacidae,Euglenida,Euglenophyceae,Euglenozoa,NA,species,AlgaeBase,check
Eutetramorus tetrasporus,tax-5287,NA,NA,Eutetramorus tetrasporus,Eutetramorus,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Follicularia paradoxalis,tax-5290,NA,NA,Follicularia paradoxalis,Follicularia,Radiococcaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,NA,species,AlgaeBase,check
Fotterella tetrachlorelloides,tax-5294,NA,NA,Fotterella tetrachlorelloides,Fotterella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Franceia armata,tax-5295,NA,NA,Franceia armata,Franceia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Franceia echidna,tax-5296,NA,NA,Franceia echidna,Franceia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Franceia elongata,tax-5297,NA,NA,Franceia elongata,Franceia,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,NA,species,AlgaeBase,check
Glaucocystis nostochinearum,tax-5299,NA,NA,Glaucocystis nostochinearum,Glaucocystis,Glaucocystaceae,Glaucocystales,Glaucophyceae,Glaucophyta,NA,species,AlgaeBase,check
Glenodiniopsis uliginosa,tax-5301,NA,NA,Glenodiniopsis uliginosa,Glenodiniopsis,Glenodiniopsidaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Peridiniopsis armata,tax-5302,NA,NA,Peridiniopsis armata,Peridiniopsis,Peridiniopsidaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Baldinia bernardiensis,tax-5303,NA,NA,Baldinia bernardiensis,Baldinia,Borghiellaceae,Suessiales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Peridiniella danica,tax-5304,NA,NA,Peridiniella danica,Peridiniella,,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Kryptoperidinium foliaceum,tax-5305,NA,NA,Kryptoperidinium foliaceum,Kryptoperidinium,Kryptoperidiniaceae,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Coolia monotis,tax-5307,NA,NA,Coolia monotis,Coolia,Pyrocystaceae,Gonyaulacales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Glenodinium paululum,tax-5308,NA,NA,Glenodinium paululum,Glenodinium,,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Glenodinium pilula,tax-5309,NA,NA,Glenodinium pilula,Glenodinium,,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Glenodinium warmingii,tax-5310,NA,NA,Glenodinium warmingii,Glenodinium,,Peridiniales,Dinophyceae,Miozoa,NA,species,AlgaeBase,check
Gloeocapsa aeruginosa,tax-5312,NA,NA,Gloeocapsa aeruginosa,Gloeocapsa,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
Gloeocapsa alpina,tax-5313,NA,NA,Gloeocapsa alpina,Gloeocapsa,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,NA,species,AlgaeBase,check
